sample,winsor,benchmark,n_train_valid_target,n_soe_predicted,actual_mean,predicted_mean,mean_gap,median_gap,positive_gap_share,actual_asset_weighted,predicted_asset_weighted,asset_weighted_gap,net_implied_gap_amount,positive_only_gap_amount,target_lower,target_upper
entropy,5-95,CSI_nonSOE,685,822,0.05731290800121654,0.05324985560954318,-0.004063052391673363,-0.006910763544506426,0.42700729927007297,0.041112244017653565,0.035702159738938824,-0.005410084278714741,-1381848881600.8481,2938669524833.1826,-0.041619393446405355,0.22631141079999997
overlap,5-95,CSI_nonSOE,685,822,0.05731290800121654,0.05324985560954318,-0.004063052391673363,-0.006910763544506426,0.42700729927007297,0.041112244017653565,0.035702159738938824,-0.005410084278714741,-1381848881600.8481,2938669524833.1826,-0.041619393446405355,0.22631141079999997
baseline,5-95,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08057055246222546,0.0232576444610089,0.02445015477144767,0.7019464720194647,0.041112244017653565,0.08007165707209257,0.03895941305443901,9951050405797.32,11099244258538.98,-0.2691511,0.21588719999999995
common_support,5-95,Pooled_H_plus_CSI_nonSOE,1824,591,0.06615085887986463,0.08280488963710697,0.016654030757242335,0.02073026489479013,0.6514382402707276,0.05401993010012091,0.07721361327426066,0.023193683174139744,1553107970463.2407,2375821868785.674,-0.2691511,0.21588719999999995
psm,5-95,Pooled_H_plus_CSI_nonSOE,494,822,0.05731290800121654,0.050209030532681394,-0.0071038774685351505,-0.0018193431478082753,0.4805352798053528,0.041112244017653565,0.03812062755241832,-0.0029916164652352487,-764121528185.5288,4436644172289.802,-0.029168025474944813,0.14799338322359387
cem,5-95,Pooled_H_plus_CSI_nonSOE,1383,822,0.05731290800121654,0.06822134185369905,0.010908433852482496,0.011975340262604918,0.6058394160583942,0.041112244017653565,0.0642816704743454,0.02316942645669183,5917956983124.635,7613611877560.273,-0.16447882379999998,0.20019526009999977
entropy,5-95,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08057055246222546,0.0232576444610089,0.02445015477144767,0.7019464720194647,0.041112244017653565,0.08007165707209257,0.03895941305443901,9951050405797.32,11099244258538.98,-0.2691511,0.21588719999999995
overlap,5-95,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08057055246222546,0.0232576444610089,0.02445015477144767,0.7019464720194647,0.041112244017653565,0.08007165707209257,0.03895941305443901,9951050405797.32,11099244258538.98,-0.2691511,0.21588719999999995
baseline,2-97,H_nonSOE,1139,822,0.05731290800121654,0.06412975737659245,0.0068168493753758995,0.011892688665903421,0.597323600973236,0.041112244017653565,0.06732872318996996,0.026216479172316398,6696238091208.393,8671642570843.605,-0.5748862775999999,0.2338809499999998
common_support,2-97,H_nonSOE,1139,360,0.05859774750833333,0.06006347758683162,0.001465730078498283,0.014193749215452679,0.5694444444444444,0.043887264146490086,0.06746383422643736,0.02357657007994727,867524878553.559,1383834948257.2354,-0.5748862775999999,0.2338809499999998
psm,2-97,H_nonSOE,198,822,0.05731290800121654,0.06905387024017556,0.011740962238959023,0.009532055277105243,0.5815085158150851,0.041112244017653565,0.04321794172287134,0.0021056977052177767,537839314332.4408,5209938075353.7,0.02086078735,0.18289849749999992
cem,2-97,H_nonSOE,761,822,0.05731290800121654,0.05822021629096523,0.0009073082897486838,0.005717029748334157,0.5535279805352799,0.041112244017653565,0.060015916391075876,0.01890367237342231,4828394010447.507,7172904858928.389,-0.340879956,0.210337
entropy,2-97,H_nonSOE,1139,822,0.05731290800121654,0.06412975737659245,0.0068168493753758995,0.011892688665903421,0.597323600973236,0.041112244017653565,0.06732872318996996,0.026216479172316398,6696238091208.393,8671642570843.605,-0.5748862775999999,0.2338809499999998
overlap,2-97,H_nonSOE,1139,822,0.05731290800121654,0.06412975737659245,0.0068168493753758995,0.011892688665903421,0.597323600973236,0.041112244017653565,0.06732872318996996,0.026216479172316398,6696238091208.393,8671642570843.605,-0.5748862775999999,0.2338809499999998
baseline,2-97,CSI_nonSOE,685,822,0.05731290800121654,0.05222247329455958,-0.005090434706656967,-0.009156521468901495,0.40875912408759124,0.041112244017653565,0.03144580158519966,-0.009666442432453903,-2469011937004.1904,2821628771167.4326,-0.07762509331792271,0.2632677993
common_support,2-97,CSI_nonSOE,685,561,0.06776439378074865,0.06348068679880405,-0.004283706981944612,-0.0021974532412156397,0.47593582887700536,0.05743201452133258,0.04323884103598311,-0.014193173485349465,-952915748377.9207,682102491559.748,-0.07762509331792271,0.2632677993
psm,2-97,CSI_nonSOE,440,822,0.05731290800121654,0.04350243610157513,-0.013810471899641427,-0.010291009794807328,0.40632603406326034,0.041112244017653565,0.02768453239378327,-0.013427711623870294,-3429718897893.3887,1972078545169.9102,-0.1252784472969605,0.14885840344300325
cem,2-97,CSI_nonSOE,622,822,0.05731290800121654,0.05077863876436504,-0.006534269236851505,-0.011135079893496127,0.3953771289537713,0.041112244017653565,0.02925798968988606,-0.011854254327767506,-3027824936015.4287,2589395130879.5303,-0.0810641553,0.263643875
entropy,2-97,CSI_nonSOE,685,822,0.05731290800121654,0.05222247329455958,-0.005090434706656967,-0.009156521468901495,0.40875912408759124,0.041112244017653565,0.03144580158519966,-0.009666442432453903,-2469011937004.1904,2821628771167.4326,-0.07762509331792271,0.2632677993
overlap,2-97,CSI_nonSOE,685,822,0.05731290800121654,0.05222247329455958,-0.005090434706656967,-0.009156521468901495,0.40875912408759124,0.041112244017653565,0.03144580158519966,-0.009666442432453903,-2469011937004.1904,2821628771167.4326,-0.07762509331792271,0.2632677993
baseline,2-97,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08016500852350049,0.022852100522283952,0.02481641588341949,0.6982968369829684,0.041112244017653565,0.08077626211669148,0.03966401809903791,10131021297688.977,11368381975584.35,-0.46998559035,0.24360862499999994
common_support,2-97,Pooled_H_plus_CSI_nonSOE,1824,591,0.06615085887986463,0.08153851252914356,0.015387653649278916,0.021132324955689653,0.6395939086294417,0.05401993010012091,0.07625965289231941,0.022239722792198498,1489228358864.8955,2387072925858.128,-0.46998559035,0.24360862499999994
psm,2-97,Pooled_H_plus_CSI_nonSOE,494,822,0.05731290800121654,0.05254377954916,-0.004769128452056543,-0.001565700449412774,0.48175182481751827,0.041112244017653565,0.03893526436600767,-0.0021769796516458925,-556046217011.8613,3908604022435.217,-0.064734,0.165168288
cem,2-97,Pooled_H_plus_CSI_nonSOE,1383,822,0.05731290800121654,0.07167621276676503,0.014363304765548479,0.014663933954059722,0.6374695863746959,0.041112244017653565,0.06937816660462082,0.02826592258696725,7219708881040.951,8772268752121.859,-0.2554415,0.24233897890660824
entropy,2-97,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08016500852350049,0.022852100522283952,0.02481641588341949,0.6982968369829684,0.041112244017653565,0.08077626211669148,0.03966401809903791,10131021297688.977,11368381975584.35,-0.46998559035,0.24360862499999994
overlap,2-97,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08016500852350049,0.022852100522283952,0.02481641588341949,0.6982968369829684,0.041112244017653565,0.08077626211669148,0.03966401809903791,10131021297688.977,11368381975584.35,-0.46998559035,0.24360862499999994
baseline,1-99,H_nonSOE,1139,822,0.05731290800121654,0.06731578481532449,0.01000287681410795,0.015312271813500485,0.6155717761557178,0.041112244017653565,0.07571648585325003,0.03460424183559646,8838648423148.816,10529695177480.057,-0.9000382244799999,0.3014576200399993
common_support,1-99,H_nonSOE,1139,360,0.05859774750833333,0.05827299039938606,-0.0003247571089472749,0.011596350874669962,0.575,0.043887264146490086,0.06829871653251708,0.024411452386026995,898245257672.8419,1436149277849.277,-0.9000382244799999,0.3014576200399993
psm,1-99,H_nonSOE,198,822,0.05731290800121654,0.07066874867204914,0.013355840670832597,0.010536531828676709,0.5851581508515815,0.041112244017653565,0.03981478051784018,-0.0012974634998133838,-331399363442.26025,5338486182216.422,0.018328090000000002,0.21669535251
cem,1-99,H_nonSOE,761,822,0.05731290800121654,0.06123749598763111,0.003924587986414572,0.010906657691392738,0.5851581508515815,0.041112244017653565,0.06372641192011338,0.02261416790245982,5776132314110.959,8170054809901.866,-0.5181040706,0.2618880075999999
entropy,1-99,H_nonSOE,1139,822,0.05731290800121654,0.06731578481532449,0.01000287681410795,0.015312271813500485,0.6155717761557178,0.041112244017653565,0.07571648585325003,0.03460424183559646,8838648423148.816,10529695177480.057,-0.9000382244799999,0.3014576200399993
overlap,1-99,H_nonSOE,1139,822,0.05731290800121654,0.06731578481532449,0.01000287681410795,0.015312271813500485,0.6155717761557178,0.041112244017653565,0.07571648585325003,0.03460424183559646,8838648423148.816,10529695177480.057,-0.9000382244799999,0.3014576200399993
baseline,1-99,CSI_nonSOE,685,822,0.05731290800121654,0.051453470731908334,-0.005859437269308209,-0.010048801021752592,0.41119221411192214,0.041112244017653565,0.026273618968069505,-0.01483862504958406,-3790095749512.669,2422218522755.5156,-0.14001110119670615,0.34616076303999976
common_support,1-99,CSI_nonSOE,685,561,0.06776439378074865,0.06369292879895472,-0.004071464981793948,-0.0011660330783293676,0.4919786096256685,0.05743201452133258,0.042610368019061394,-0.014821646502271184,-995110810382.4447,668642801624.0276,-0.14001110119670615,0.34616076303999976
psm,1-99,CSI_nonSOE,440,822,0.05731290800121654,0.0438649666225033,-0.013447941378713245,-0.009316717360177957,0.42700729927007297,0.041112244017653565,0.030196849657624855,-0.01091539436002871,-2788020428439.83,3892935508246.81,-0.4546508918784387,0.216300273
cem,1-99,CSI_nonSOE,622,822,0.05731290800121654,0.050208718770823765,-0.007104189230392779,-0.011922864970540539,0.3905109489051095,0.041112244017653565,0.024544666234224594,-0.01656757778342897,-4231706504266.365,2236449282053.2427,-0.1433189996587367,0.34390961057999986
entropy,1-99,CSI_nonSOE,685,822,0.05731290800121654,0.051453470731908334,-0.005859437269308209,-0.010048801021752592,0.41119221411192214,0.041112244017653565,0.026273618968069505,-0.01483862504958406,-3790095749512.669,2422218522755.5156,-0.14001110119670615,0.34616076303999976
overlap,1-99,CSI_nonSOE,685,822,0.05731290800121654,0.051453470731908334,-0.005859437269308209,-0.010048801021752592,0.41119221411192214,0.041112244017653565,0.026273618968069505,-0.01483862504958406,-3790095749512.669,2422218522755.5156,-0.14001110119670615,0.34616076303999976
baseline,1-99,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08127792388629318,0.02396501588507663,0.028317956035718874,0.7019464720194647,0.041112244017653565,0.081460559354084,0.040348315336430435,10305805150113.188,11529068488946.43,-0.77091819344,0.31972556313999995
common_support,1-99,Pooled_H_plus_CSI_nonSOE,1824,591,0.06615085887986463,0.08221124239840819,0.01606038351854354,0.022718084532594246,0.6429780033840947,0.05401993010012091,0.07770647938795082,0.023686549287829907,1586111538020.6748,2456514854049.951,-0.77091819344,0.31972556313999995
psm,1-99,Pooled_H_plus_CSI_nonSOE,494,822,0.05731290800121654,0.051443218578600056,-0.005869689422616488,0.0016890176687772724,0.5097323600973236,0.041112244017653565,0.043098081237827164,0.001985837220173599,507224435030.4552,5851208647310.018,-0.4546508918784387,0.216300273
cem,1-99,Pooled_H_plus_CSI_nonSOE,1383,822,0.05731290800121654,0.0707944322858944,0.013481524284677852,0.01847901895511443,0.6508515815085159,0.041112244017653565,0.0687992461873885,0.027687002169734937,7071840476432.955,8707876553276.811,-0.46562095068,0.3050687784000004
entropy,1-99,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08127792388629318,0.02396501588507663,0.028317956035718874,0.7019464720194647,0.041112244017653565,0.081460559354084,0.040348315336430435,10305805150113.188,11529068488946.43,-0.77091819344,0.31972556313999995
overlap,1-99,Pooled_H_plus_CSI_nonSOE,1824,822,0.05731290800121654,0.08127792388629318,0.02396501588507663,0.028317956035718874,0.7019464720194647,0.041112244017653565,0.081460559354084,0.040348315336430435,10305805150113.188,11529068488946.43,-0.77091819344,0.31972556313999995
