市场,证券代码,证券简称,一级行业,二级行业,行业全路径,企业所有制性质,资产总计_2024,营业收入_2024,归母净利润_2025,利息支出_2025,资产总计_2025,EBI_A_2025,FirmSize_2024,MarketShare_2024_二级行业,HHI_2024_二级行业,AssetTurnover_2024,WorkingCapitalRatio_2024,FixedAssetsRatio_2024,FinancialLeverage_2024,CurrentRatio_2024,CapexRatio_2024,BenchmarkMarket
CSI,300014.SZ,亿纬锂能,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,100890625000.0,48614557000.0,4134303670.89,685268055.12,125542296569.58,0.038390023583317376,25.337302846213205,0.04321653590735369,0.14616578354193543,0.49798270862080407,-0.01793638407929379,0.38867595477776057,0.5936273860926127,0.9545258149083291,0.054963729286046155,CSI_nonSOE
CSI,300015.SZ,爱尔眼科,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健提供商与服务--保健护理设施,民营企业,33255307000.0,20982894000.0,3240259000.0,269717000.0,36675990000.0,0.09570228370113526,24.227480200334664,0.18385655838902595,0.28019975017592524,0.6614835117080147,0.09025566956876988,0.2286750202005352,0.3441042958947876,1.4503599227263348,0.055031757788313304,CSI_nonSOE
CSI,300033.SZ,同花顺,信息技术,软件服务,信息技术--软件服务--软件--应用软件,民营企业,10976501567.53,4112650119.75,3205082002.69,-124843719.94,15832994333.52,0.19454553054622356,23.119022603636058,0.04796708242693711,0.23288063539086398,0.39504140687946937,0.5908435283173182,0.11461045304556794,0.2735094054111786,3.2470652695438056,0.009445407690433205,CSI_nonSOE
CSI,300122.SZ,智飞生物,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,49909613835.4,25934263400.41,-14723152851.99,301755089.99,31719717303.13,-0.4546508918784387,24.633479483179002,0.1253510245640723,0.13623235092080122,0.5179507922910682,0.45786494189124705,0.10706803768595363,0.38226852426110525,2.239179338031032,0.018640558324459006,CSI_nonSOE
CSI,300124.SZ,汇川技术,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,57178824000.0,37013308000.0,5050002000.0,170396000.0,71314394000.0,0.07320258516113871,24.769449456997393,0.03290345635016157,0.14616578354193543,0.6974668857206635,0.12376475248948807,0.14500077860992733,0.5028031706283431,1.3027609395976198,0.0369411060290432,CSI_nonSOE
CSI,300251.SZ,光线传媒,通讯服务,传媒,通讯服务--传媒--娱乐--电影和娱乐,民营企业,9730530127.81,1582910155.89,1672149337.87,-26019219.23,10978138453.87,0.1499461976688505,22.998534215504943,0.21859274792079125,0.6583800830455426,0.16100597883530163,0.38559584949709774,0.0025256436820191176,0.09830953233226337,5.757802008409228,0.0008084058531937776,CSI_nonSOE
CSI,300274.SZ,阳光电源,工业,电气设备,工业--电气设备--电气设备Ⅲ--光伏设备,民营企业,115073771000.0,77704134000.0,13461280000.0,346954000.0,118679392000.0,0.11634904567087773,25.468839246601373,0.06907608964041004,0.14616578354193543,0.7850874024545437,0.30285546999237556,0.09773334880978221,0.6506697603574667,1.5779759115237852,0.02421014776686166,CSI_nonSOE
CSI,300308.SZ,中际旭创,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,民营企业,28866276555.26,23815251344.0,10797254300.45,182798156.36,45288970887.78,0.2424442914372486,24.085939849503408,0.04828345891002559,0.12235054081259594,0.9745765408713306,0.40526042409263663,0.20343527107343293,0.2970052393012133,2.8004720054145555,0.09929085645920378,CSI_nonSOE
CSI,300316.SZ,晶盛机电,工业,电气设备,工业--电气设备--电气设备Ⅲ--光伏设备,民营企业,31550179908.08,17491827211.85,884734667.29,53174919.9,27756229482.77,0.03379095809004671,24.1748451282337,0.01554958484525822,0.14616578354193543,0.5117671453790203,0.285777759488494,0.22430040461188155,0.43156843743363016,1.743537622168177,0.05214868901614848,CSI_nonSOE
CSI,300347.SZ,泰格医药,医疗保健,医药生物,医疗保健--医药生物--生命科学工具和服务Ⅲ--生命科学工具和服务Ⅳ,民营企业,28671015787.16,6603120162.78,887890076.31,90559390.82,28358795158.17,0.034502504837484765,24.07915254653006,0.031915611596320545,0.13623235092080122,0.22632120436558226,0.09200346371827273,0.04182041402059337,0.16066876160812504,1.7203547346229737,0.012436060849984918,CSI_nonSOE
CSI,300394.SZ,天孚通信,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,民营企业,4736726000.0,3225918000.0,2028007000.0,1181000.0,6449303000.0,0.31463679098345976,22.278612016698723,0.006540282819200799,0.12235054081259594,0.7471771688723545,0.5906558665204616,0.2196424281244049,0.15849090701045407,4.850025457898141,0.09531372513419607,CSI_nonSOE
CSI,300408.SZ,三环集团,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,23915804000.0,7266133000.0,2618384000.0,20396000.0,26506089000.0,0.09955372895639186,23.897805332581093,0.014731485680022851,0.12235054081259594,0.31769537864433567,0.45397737830599383,0.2566328524853273,0.1690947124336694,4.9555618219456266,0.026720197238612593,CSI_nonSOE
CSI,300418.SZ,昆仑万维,通讯服务,传媒,通讯服务--传媒--互动媒体与服务Ⅲ--互动媒体与服务Ⅳ,民营企业,20676372303.47,5658456133.46,-1592728558.53,81051953.25,20233944014.56,-0.07470993317922711,23.75225745067013,0.7814072520792087,0.6583800830455426,0.2684192129526161,0.08930542266111693,0.017782067947591376,0.17859182959238387,1.6131582193943468,0.020043809874251875,CSI_nonSOE
CSI,300433.SZ,蓝思科技,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,81016047000.0,69896776000.0,4017827000.0,269418000.0,84338600000.0,0.05083372263708433,25.117913083108547,0.14170995145887985,0.12235054081259594,0.8820573362704295,0.09513695478131635,0.4666870009098321,0.3970835185281257,1.334167188340892,0.07717279763106684,CSI_nonSOE
CSI,300442.SZ,润泽科技,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,民营企业,31308886649.72,4302111006.9,5049938663.92,310631466.68,42693736228.86,0.12555870261306332,24.167167812716688,0.05017682206585322,0.23288063539086398,0.15752954273010006,0.09337790935967843,0.6457942131532429,0.6310917380246961,1.4858503817630009,0.15613237025257545,CSI_nonSOE
CSI,300476.SZ,胜宏科技,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,19175313000.0,10731469000.0,4311988000.0,137778000.0,35244489000.0,0.12625423509474062,23.676889507404187,0.021757168758005003,0.12235054081259594,0.5870778654374694,0.028340345735164793,0.386692879537351,0.5344048360514376,1.0721064761218078,0.058488328195737925,CSI_nonSOE
CSI,300498.SZ,温氏股份,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,民营企业,93857512000.0,104700576011.3,5266415817.82,706851580.34,89507573237.28,0.06673477094865675,25.265043639396893,0.20826747992360703,0.21624588016252744,1.1212753859940572,0.06805102752127078,0.40209529851707554,0.531445428139412,1.2192177126891461,0.09733114302209503,CSI_nonSOE
CSI,300502.SZ,新易盛,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,民营企业,12266549853.89,8574973919.38,9531922730.17,-318175291.13,25881071176.47,0.3560033267640313,23.23014187062714,0.01738505275088082,0.12235054081259594,0.9167892018792798,0.4158348422243931,0.1971974953269278,0.3210699082416429,2.333705429770956,0.12035478817149388,CSI_nonSOE
CSI,300628.SZ,亿联网络,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,民营企业,9774512670.1,5554633124.62,2600608389.66,-8158583.75,10695433077.25,0.2423884836813516,23.003044086853826,0.011261560768722527,0.12235054081259594,0.5953602567194863,0.7407401433309437,0.11013354074858309,0.08459155912798472,10.09167351957344,0.014334968816257771,CSI_nonSOE
CSI,300661.SZ,圣邦股份,信息技术,半导体,信息技术--半导体--半导体产品--集成电路,民营企业,5771119000.0,3346983000.0,547060000.0,11996000.0,6954150000.0,0.08039170854813313,22.476131832805738,0.058877778820531926,0.27301628783410753,0.6388609016001285,0.48894226578935557,0.11975043314823347,0.20305576786754873,4.247602057845247,0.041640624634494625,CSI_nonSOE
CSI,300750.SZ,宁德时代,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,786658123000.0,362012554000.0,72201282000.0,2734017000.0,974827544000.0,0.0768703135864614,27.39105958564576,0.3218157174373474,0.14616578354193543,0.48145532065633084,0.24530421584421877,0.18678728624785332,0.6523824454298555,1.6084106967808782,0.039635951232655106,CSI_nonSOE
CSI,300759.SZ,康龙化成,医疗保健,医药生物,医疗保健--医药生物--生命科学工具和服务Ⅲ--生命科学工具和服务Ⅳ,民营企业,23927399000.0,12275775000.0,1663899000.0,192805000.0,27093783000.0,0.06852878389112366,23.8982900409409,0.059333899321146626,0.13623235092080122,0.4870941878710213,0.14143509706174082,0.44889283620003995,0.4055821529118146,1.801176418783496,0.08528469809861072,CSI_nonSOE
CSI,300760.SZ,迈瑞医疗,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,56643545000.0,36725750000.0,8135775000.0,83260000.0,59266767000.0,0.13867864599396826,24.760043872650147,0.32179879473516715,0.28019975017592524,0.7023236580193283,0.2686889212177663,0.17325905361325813,0.28044445311464883,2.4596053237664943,0.0345926089195159,CSI_nonSOE
CSI,300782.SZ,卓胜微,信息技术,半导体,信息技术--半导体--半导体产品--集成电路,民营企业,14232842014.49,4470291492.42,-292878971.29,52078551.33,15468761986.78,-0.015566883772973831,23.3788179490288,0.07863823442007634,0.27301628783410753,0.35491823328298805,0.14374177718246162,0.5787909953889264,0.2832909295223761,1.6887071474540216,0.1312548235488118,CSI_nonSOE
CSI,300803.SZ,指南针,信息技术,软件服务,信息技术--软件服务--软件--应用软件,民营企业,10873691318.0,1197190817.0,227916215.0,28253212.0,15297047896.0,0.016746330974552633,23.10961206810518,0.01396319864995031,0.23288063539086398,0.14685373700091642,0.07097571178266181,0.03483199466707539,0.7953139519129395,1.0983496672021462,0.010850320884564217,CSI_nonSOE
CSI,300832.SZ,新产业,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,9619453527.11,4519401590.07,1620252203.02,-18603587.31,9940757976.79,0.16111936528880197,22.98705329409679,0.039599953291865345,0.28019975017592524,0.5066042133917461,0.43112848799904346,0.17554715055079964,0.10841011386572032,5.563688578964682,0.04565726952079257,CSI_nonSOE
CSI,300866.SZ,安克创新,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,16603708000.0,24710080000.0,2545132000.0,52051000.0,20066893000.0,0.1294262644446253,23.53289188085874,0.05009765024562846,0.12235054081259594,1.68207857949979,0.3894333723527299,0.0998924457115242,0.44924832453088187,2.0956578585284587,0.02583049521227427,CSI_nonSOE
CSI,300896.SZ,爱美客,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,8340486256.64,3005648760.38,1291017682.24,7502332.93,8908047716.98,0.14576931516597483,22.844387355770923,0.01452754395898557,0.13623235092080122,0.3956663002816244,0.5636658405530323,0.057518886903994905,0.04680413487993228,14.669905432296156,0.028684759242847885,CSI_nonSOE
CSI,301236.SZ,软通动力,信息技术,软件服务,信息技术--软件服务--信息技术服务--信息科技咨询与其它服务,民营企业,23181406235.97,31168612895.05,206113321.54,148030242.11,27413795767.81,0.012918443204638032,23.866616338935515,0.36352896072789204,0.23288063539086398,1.606673614880643,0.3843105760929355,0.05559719376429239,0.539903794402242,1.8904771423836906,0.02983491540245035,CSI_nonSOE
CSI,600031.SH,三一重工,工业,机械,工业--机械--机械Ⅲ--建筑机械与重型卡车,民营企业,152145076000.0,78383379000.0,8408057000.0,568877000.0,173299138000.0,0.051800223034000316,25.748100349965835,0.6778798107971808,0.5244055085518771,0.51678776096797,0.2486842952446256,0.15568259994165043,0.5201842812185391,1.5942602445250318,0.01931240285423368,CSI_nonSOE
CSI,600066.SH,宇通客车,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车--汽车制造,民营企业,32150894481.86,36767928693.66,5554481970.9,42142501.83,32990246148.33,0.16964482312640478,24.193706109384845,0.03082302957797348,0.4695797494099714,1.167090399941707,0.20347454141224677,0.11826025788132398,0.5752058641856522,1.4515004232710713,0.021640433836842627,CSI_nonSOE
CSI,600089.SH,特变电工,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,207623323093.84,96241552725.65,5954294958.25,1564402831.35,227150381638.59,0.03310008874016643,26.058991328237212,0.08555516651416831,0.14616578354193543,0.48178392985809365,0.05163736153849319,0.4637045683714251,0.5663148523676553,1.14659778048577,0.08167376140331659,CSI_nonSOE
CSI,600196.SH,复星医药,医疗保健,医药生物,医疗保健--医药生物--制药--西药,民营企业,117422190000.0,40909878000.0,3370562000.0,1265351000.0,120015592000.0,0.038627589321894105,25.489041738404946,0.1977343656504287,0.13623235092080122,0.3544229800159293,-0.02522188523310628,0.18737186727653435,0.48991453829978815,0.9209239533769943,0.037558412085484015,CSI_nonSOE
