市场,证券代码,证券简称,一级行业,二级行业,行业全路径,企业所有制性质,资产总计_2022,营业收入_2022,归母净利润_2023,利息支出_2023,资产总计_2023,EBI_A_2023,FirmSize_2022,MarketShare_2022_二级行业,HHI_2022_二级行业,AssetTurnover_2022,WorkingCapitalRatio_2022,FixedAssetsRatio_2022,FinancialLeverage_2022,CurrentRatio_2022,CapexRatio_2022,Revenue Growth Rate
CSI,688472.SH,阿特斯,工业,电气设备,工业--电气设备--电气设备Ⅲ--光伏设备,外资企业,"48,300,197,484.63","47,424,577,422.32","2,903,374,460.39","-118,313,151.22","65,775,366,984.02",0.042342,24.600701,0.036648,0.108841,1.150796,0.012274,0.259477,0.756999,1.018472,0.087416,69.8108
CSI,300413.SZ,芒果超媒,通讯服务,传媒,通讯服务--传媒--娱乐--电影和娱乐,地方国有企业,"29,049,673,556.55","13,613,936,778.89","3,555,705,558.90","-147,667,394.09","31,422,386,654.49",0.108459,24.092273,0.480307,0.365677,0.493612,0.391559,0.005689,0.352615,2.130679,0.006457,-11.1882
CSI,688271.SH,联影医疗,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,"24,204,518,370.23","9,199,771,683.70","1,974,292,317.49","-148,887,102.96","25,336,140,321.96",0.072047,23.909805,0.095660,0.289842,0.532296,0.583891,0.096622,0.278089,3.350852,0.030628,27.5863
CSI,601698.SH,中国卫通,通讯服务,电信服务,通讯服务--电信服务--多元电信服务--非传统电信运营商,中央国有企业,"22,428,111,562.56","2,711,673,673.11","348,770,555.15","-149,399,701.62","22,655,663,962.77",0.008800,23.833581,0.001644,0.373379,0.130568,0.278289,0.472996,0.143892,4.389044,0.106807,3.8166
CSI,002179.SZ,中航光电,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,中央国有企业,"31,810,733,159.99","15,769,369,178.78","3,339,290,323.66","-150,842,656.92","35,569,904,322.27",0.089639,24.183070,0.008341,0.117158,0.536391,0.426579,0.137277,0.418385,2.073528,0.047696,22.9921
CSI,600887.SH,伊利股份,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,公众企业,"130,965,302,299.22","121,956,219,552.74","10,428,540,457.94","-152,848,163.48","151,620,252,657.98",0.067773,25.598198,0.099977,0.105461,1.047160,-0.005392,0.283876,0.586584,0.988640,0.050747,10.9383
CSI,600104.SH,上汽集团,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车--汽车制造,地方国有企业,"990,107,381,169.76","715,698,206,313.95","14,106,165,142.98","-156,683,993.96","1,006,650,278,661.54",0.013857,27.621079,0.398005,0.236564,0.750589,0.038572,0.095925,0.660340,1.070207,0.023164,-7.5690
CSI,000596.SZ,古井贡酒,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"29,789,822,298.65","13,889,174,831.49","4,589,164,052.80","-162,244,024.88","35,420,907,274.99",0.124980,24.117433,0.011386,0.105461,0.503159,0.413555,0.174440,0.351025,2.230925,0.053046,23.5910
CSI,300059.SZ,东方财富,金融,非银金融,金融--非银金融--资本市场--投资银行业与经纪业,民营企业,"211,880,730,164.65","4,521,056,551.50","8,193,469,277.99","-168,026,858.86","239,578,320,552.16",0.033498,26.079289,0.655149,0.507776,0.022782,0.290057,0.015344,0.692446,1.458758,0.002915,-14.7097
CSI,601117.SH,中国化学,工业,建筑,工业--建筑--建筑与工程Ⅲ--建筑与工程Ⅳ,中央国有企业,"194,565,646,167.62","157,198,910,029.44","5,426,141,014.95","-168,615,955.65","219,115,319,747.00",0.023994,25.994035,0.023010,0.173049,0.844108,0.121300,0.088868,0.700228,1.185803,0.015632,14.2959
CSI,002625.SZ,光启技术,工业,国防军工,工业--国防军工--航空航天与国防Ⅲ--航空航天,民营企业,"9,201,952,922.07","1,152,639,703.96","583,302,405.68","-174,198,130.93","9,778,783,862.03",0.041836,22.942682,0.008886,0.272876,0.126976,0.699545,0.130163,0.105709,10.001560,0.041692,35.0482
CSI,000792.SZ,盐湖股份,材料,化工,材料--化工--农用化工--化肥与农用药剂,中央国有企业,"41,982,836,045.12","29,175,187,248.36","7,913,614,646.24","-181,785,870.71","46,407,287,224.03",0.166608,24.460527,0.040375,0.212868,0.867661,0.494585,0.195432,0.321740,3.437173,0.016199,110.1081
CSI,603369.SH,今世缘,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"18,183,711,058.30","6,607,215,922.15","3,136,042,999.78","-183,138,913.29","21,630,647,731.29",0.136515,23.623792,0.005416,0.105461,0.405134,0.259668,0.163857,0.391503,1.680295,0.063079,24.5812
CSI,000977.SZ,浪潮信息,信息技术,硬件设备,信息技术--硬件设备--电脑与外围设备--电脑硬件、储存设备及电脑周边,地方国有企业,"41,013,425,651.96","69,420,385,037.97","1,782,784,322.91","-202,647,157.47","48,119,624,861.79",0.032838,24.437165,0.036718,0.117158,1.591817,0.461711,0.050139,0.570415,2.015704,0.027400,3.6665
CSI,300033.SZ,同花顺,信息技术,软件服务,信息技术--软件服务--软件--应用软件,民营企业,"9,027,537,722.88","3,511,975,896.36","1,402,468,555.23","-203,249,401.38","9,844,860,690.35",0.121812,22.923545,0.040099,0.146940,0.400710,0.657342,0.115961,0.197436,4.528575,0.031202,0.8421
CSI,688396.SH,华润微,信息技术,半导体,信息技术--半导体--半导体产品--集成电路,中央国有企业,"26,457,799,586.84","9,964,681,595.89","1,479,265,748.53","-244,794,478.16","29,215,259,820.18",0.042254,23.998817,0.071578,0.113252,0.409656,0.460362,0.239196,0.217785,3.725747,0.080692,8.7384
CSI,000768.SZ,中航西飞,工业,国防军工,工业--国防军工--航空航天与国防Ⅲ--航空航天,中央国有企业,"82,173,551,967.10","37,172,741,579.53","860,970,264.62","-253,872,238.01","80,920,781,039.43",0.007502,25.132099,0.286581,0.272876,0.482254,0.039442,0.108782,0.803657,1.050589,0.010648,13.9841
CSI,600050.SH,中国联通,通讯服务,电信服务,通讯服务--电信服务--多元电信服务--综合电信业务,中央国有企业,"644,687,027,607.00","353,546,904,452.00","8,172,679,256.00","-258,709,687.00","662,844,796,563.00",0.011939,27.192031,0.214301,0.373379,0.571171,-0.157774,0.541340,0.461329,0.589832,0.112407,8.3080
CSI,000538.SZ,云南白药,医疗保健,医药生物,医疗保健--医药生物--制药--中药,公众企业,"53,320,943,868.74","36,277,883,207.57","4,093,782,074.02","-259,243,744.88","53,784,293,183.93",0.071295,24.699595,0.067001,0.212266,0.686992,0.414821,0.054687,0.277451,2.631366,0.008378,0.2670
CSI,688041.SH,海光信息,信息技术,半导体,信息技术--半导体--半导体产品--集成电路,公众企业,"21,934,253,932.87","5,086,193,593.51","1,263,178,600.37","-266,601,473.41","22,902,547,952.79",0.043514,23.811315,0.036535,0.113252,0.314044,0.619064,0.012398,0.168879,10.911373,0.062979,122.4438
CSI,600760.SH,中航沈飞,工业,国防军工,工业--国防军工--航空航天与国防Ⅲ--航空航天,中央国有企业,"58,792,300,811.09","41,392,169,993.16","3,007,151,011.69","-284,871,174.07","55,466,437,662.06",0.049080,24.797277,0.319110,0.272876,0.680945,0.127789,0.091034,0.765048,1.170943,0.018031,19.4685
CSI,002938.SZ,鹏鼎控股,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,公众企业,"38,803,024,962.00","36,040,182,124.15","3,286,953,204.23","-308,872,377.81","42,278,162,758.58",0.070440,24.381764,0.019063,0.117158,0.969546,0.218838,0.443841,0.280036,1.849057,0.111886,8.6480
CSI,688303.SH,大全能源,工业,电气设备,工业--电气设备--电气设备Ⅲ--光伏设备,民营企业,"52,264,886,233.69","30,523,257,825.13","5,762,696,245.54","-330,929,730.68","50,695,054,524.79",0.107146,24.679591,0.023587,0.108841,0.816815,0.538071,0.316228,0.128639,6.081596,0.163076,184.3667
CSI,601100.SH,恒立液压,工业,机械,工业--机械--机械Ⅲ--工业机械,民营企业,"16,201,076,162.33","8,125,706,817.79","2,498,729,073.59","-368,520,949.90","17,895,562,755.83",0.119036,23.508344,0.010971,0.187488,0.569563,0.566791,0.199158,0.217463,3.920622,0.049304,-11.9772
CSI,000568.SZ,泸州老窖,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"51,385,481,354.52","21,599,614,984.14","13,246,394,700.59","-371,152,206.41","63,294,455,201.60",0.203418,24.662622,0.017707,0.105461,0.456665,0.445643,0.188035,0.331936,3.149763,0.020145,21.5007
CSI,002236.SZ,大华股份,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子设备和仪器,民营企业,"46,252,893,804.54","30,377,672,420.59","7,361,892,404.52","-409,307,989.62","52,881,927,214.00",0.131474,24.557390,0.016068,0.117158,0.672751,0.344256,0.109553,0.433152,1.844863,0.028008,-6.9681
CSI,601225.SH,陕西煤业,能源,煤炭Ⅱ,能源--煤炭Ⅱ--煤炭Ⅲ--煤炭与消费用燃料,地方国有企业,"215,259,833,492.64","155,353,633,105.14","21,239,015,394.53","-416,754,788.59","193,901,834,023.30",0.107386,26.095112,0.167115,0.250024,0.775475,0.145327,0.384026,0.359299,1.616833,0.047264,8.4131
CSI,600406.SH,国电南瑞,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,中央国有企业,"76,665,557,522.15","46,513,812,388.46","7,183,687,344.52","-475,609,422.41","86,087,418,302.42",0.077922,25.062718,0.035944,0.108841,0.622681,0.332505,0.151970,0.408361,1.830446,0.044547,10.2476
CSI,601138.SH,工业富联,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子制造服务,公众企业,"284,187,662,000.00","511,363,460,000.00","21,040,193,000.00","-585,810,000.00","287,705,301,000.00",0.071095,26.372901,0.270475,0.117158,1.856815,0.351051,0.058547,0.544901,1.668771,0.028479,16.4940
CSI,601360.SH,三六零,信息技术,软件服务,信息技术--软件服务--软件--应用软件,民营企业,"38,615,763,000.00","9,442,174,000.00","-492,475,000.00","-624,048,000.00","40,168,367,000.00",-0.027796,24.376926,0.107810,0.146940,0.234137,0.536611,0.036851,0.179667,4.661967,0.011755,-12.6635
CSI,002415.SZ,海康威视,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子设备和仪器,中央国有企业,"119,233,282,761.47","82,584,424,984.63","14,107,621,359.66","-749,780,213.12","138,848,007,548.55",0.096205,25.504348,0.043681,0.117158,0.740343,0.532996,0.103248,0.388005,2.849789,0.031499,2.1338
CSI,002304.SZ,洋河股份,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"67,964,247,134.43","25,716,583,781.82","10,015,930,040.27","-754,525,568.63","69,792,287,455.91",0.132700,24.942248,0.021082,0.105461,0.378845,0.464713,0.096402,0.300743,2.584875,0.007933,21.2921
CSI,000625.SZ,长安汽车,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车--汽车制造,中央国有企业,"146,048,555,951.92","117,151,016,262.90","11,327,463,013.15","-897,343,739.80","190,171,127,138.27",0.054846,25.707205,0.065149,0.236564,0.832473,0.151505,0.141971,0.568987,1.276767,0.009620,15.7968
CSI,600150.SH,中国船舶,工业,机械,工业--机械--机械Ⅲ--建筑机械与重型卡车,中央国有企业,"162,437,500,938.44","59,367,231,059.81","2,957,396,962.72","-1,310,930,190.34","177,832,168,643.44",0.009259,25.813559,0.080153,0.187488,0.367781,0.150325,0.129527,0.689239,1.259374,0.008802,-0.2996
