市场,证券代码,证券简称,一级行业,二级行业,行业全路径,企业所有制性质,资产总计_2021,营业收入_2021,归母净利润_2022,利息支出_2022,资产总计_2022,EBI_A_2022,FirmSize_2021,MarketShare_2021_二级行业,HHI_2021_二级行业,AssetTurnover_2021,WorkingCapitalRatio_2021,FixedAssetsRatio_2021,FinancialLeverage_2021,CurrentRatio_2021,CapexRatio_2021,Revenue Growth Rate
H,0664.HK,铜师傅,可选消费,耐用消费品,可选消费--耐用消费品--休闲用品Ⅲ--休闲用品Ⅳ,公众企业,,,56938000,896000,360001000,0.160649554,,,,,,,,,,
H,0666.HK,瑞浦兰钧,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,9024639000,2109144000,-354121000,188925000,26441403000,-0.006247626,22.92322434,0.004265181,0.169895245,0.361159556,-0.283265403,0.469857243,0.751471499,0.602433825,0.279638886,132.5443
H,0670.HK,中国东方航空股份,工业,交通运输,工业--交通运输--航空客运Ⅲ--航空客运Ⅳ,中央国有企业,2.8879E+11,67127000000,-37386000000,8816000000,2.87984E+11,-0.0992069,26.38896562,0.063090676,0.168489905,0.234120396,-0.200772187,0.322871291,0.802098411,0.324946735,0.037421656,14.3035
H,0694.HK,北京首都机场股份,工业,交通运输,工业--交通运输--交通基础设施--机场服务,中央国有企业,35147336000,1342969000,-3526635000,245449000,33483400000,-0.097994409,24.28281466,0.001262217,0.168489905,0.038060485,-0.150429381,0.696593107,0.425993253,0.406376833,0.018248638,3.6079
H,0696.HK,中国民航信息网络,工业,企业服务,工业--企业服务--专业服务--数据处理与外包服务,中央国有企业,24111138979,5476177412,626498840.2,12415189.01,25236451849,0.02531711,23.90593977,0.23965059,0.521438326,0.233623248,0.450669753,0.160335366,0.202439878,3.276841387,0.019963913,-0.1713
H,0699.HK,均胜电子,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车零配件--汽车零配件与设备,民营企业,51326681448,45547825678,394184000,477528000,54112094000,0.016109375,24.66147656,0.065459189,0.2124545,0.846678149,0.137229153,0.248520781,0.671618787,1.409298464,0.054653636,-4.6238
H,0719.HK,山东新华制药股份,医疗保健,医药生物,医疗保健--医药生物--制药--西药,地方国有企业,7332033658,6560077586,411193683.5,49706941.36,8265131332,0.055764465,22.71551876,0.014814196,0.277693145,0.909543712,0.034380357,0.512555083,0.502028359,1.100755391,0.033991538,9.2329
H,0728.HK,中国电信,通讯服务,电信服务,通讯服务--电信服务--多元电信服务--综合电信业务,中央国有企业,7.62234E+11,4.39552E+11,27593000000,1881000000,8.07698E+11,0.036491362,27.35951943,0.665858423,0.501771346,0.595062714,-0.180668928,0.613246064,0.434336437,0.48047323,0.111313586,11.6859
H,0747.HK,沈阳公用发展股份,房地产,房地产Ⅱ,房地产--房地产Ⅱ--房地产管理和开发--多元化房地产业务,公众企业,883277000,47022000,-73521000,478000,748981000,-0.097523168,20.59914941,7.73277E-05,0.573906114,0.052791978,0.254253196,0.000675892,0.260855881,1.976582986,0.000781182,570.976
H,0753.HK,中国国航,工业,交通运输,工业--交通运输--航空客运Ⅲ--航空客运Ⅳ,中央国有企业,2.98381E+11,74531670000,-38617495000,6472620000,2.94979E+11,-0.108973296,26.42163767,0.070050105,0.168489905,0.25594192,-0.205183842,0.331135843,0.77937245,0.331770559,0.006113086,7.234
H,0763.HK,中兴通讯,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,公众企业,1.68763E+11,1.14522E+11,8080295000,1945963000,1.80954E+11,0.055407903,25.85176372,0.143144184,0.410768763,0.717108575,0.291448393,0.075746353,0.684246394,1.625095876,0.033694321,12.8841
H,0788.HK,中国铁塔,通讯服务,电信服务,通讯服务--电信服务--多元电信服务--综合电信业务,中央国有企业,3.23259E+11,86585000000,8787000000,3003000000,3.0556E+11,0.038584893,26.5017197,0.131163893,0.501771346,0.262125003,-0.086116705,0.730460714,0.414234406,0.634585598,0.101079939,6.7646
H,0811.HK,新华文轩,通讯服务,传媒,通讯服务--传媒--媒体--出版,地方国有企业,18773945791,10460363984,1396673063,20978186.49,20651387559,0.06864678,23.65573588,0.976996122,0.954858381,0.585313367,0.207911726,0.115030544,0.40823902,1.531741306,0.014581372,16.1223
H,0814.HK,北京京客隆,日常消费,日常消费零售,日常消费--日常消费零售--日常消费品经销与零售--大卖场与超市,地方国有企业,7842092472,11056555323,-96070695,126652752,7487090042,0.004084639,22.78277153,0.186523306,0.250800466,1.389824293,0.053973179,0.119723907,0.736451266,1.095680249,0.013218134,-7.7055
H,0840.HK,天业节水,工业,机械,工业--机械--机械Ⅲ--农用农业机械,地方国有企业,964976441.7,1111618029,-78176019.58,2994011.91,1029410168,-0.073034064,20.68761425,0.001239764,0.17114703,1.162959914,0.354969963,0.132401013,0.451704895,1.904083963,0.016825864,57.3286
H,0857.HK,中国石油股份,能源,石油石化,能源--石油石化--石油天然气--综合性石油天然气,中央国有企业,2.50226E+12,2.61435E+12,1.4938E+11,21554000000,2.67349E+12,0.063936772,28.54821624,0.471628064,0.456643498,1.047753802,-0.014914505,0.583190729,0.436961837,0.927975637,0.106129174,35.1898
H,0874.HK,白云山,医疗保健,医药生物,医疗保健--医药生物--制药--中药,地方国有企业,66117789764,69014052347,3966522219,434408023.6,74665298777,0.05894211,24.91470368,0.155849944,0.277693145,1.096524145,0.310910624,0.074286862,0.526199096,1.637341666,0.018980024,11.9019
H,0895.HK,东江环保,工业,环保Ⅱ,工业--环保Ⅱ--环保Ⅲ--环境与设施服务,地方国有企业,11813210000,4015230000,-501792000,176741000,11705962000,-0.027767987,23.19248423,0.263048464,0.301565589,0.361124637,-0.070107194,0.455662094,0.538838724,0.782371192,0.084120489,21.3686
H,0901.HK,华曦达,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,民营企业,1020047637,1305905192,250856000,8886000,1483957000,0.175033374,20.74311517,0.001632292,0.410768763,1.646045196,0.22288708,0.010649863,0.736713686,1.304787742,0.002276139,88.6331
H,0902.HK,华能国际电力股份,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--电力公用事业,中央国有企业,5.00771E+11,2.04605E+11,-8026233000,9962125000,5.12222E+11,0.003779402,26.93941519,0.330943241,0.187487726,0.430441304,-0.187565045,0.640191789,0.733295352,0.496094243,0.085978992,20.7492
H,0914.HK,海螺水泥,材料,建材Ⅱ,材料--建材Ⅱ--建材Ⅲ--建材Ⅳ,地方国有企业,2.30515E+11,1.67953E+11,15860553000,524630000,2.43976E+11,0.067158879,26.16358032,0.279109375,0.329903347,0.778482317,0.396284433,0.32075031,0.168348631,3.796208792,0.065949423,-4.7319
H,0916.HK,龙源电力,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--新能源发电业者,中央国有企业,1.89855E+11,37195458000,5131802000,3502679000,2.23219E+11,0.038681599,25.96952536,0.060162657,0.187487726,0.203732214,-0.119462062,0.708567045,0.619073771,0.612603546,0.093105087,29.7493
H,0921.HK,海信家电,可选消费,家电Ⅱ,可选消费--家电Ⅱ--家电Ⅲ--家用电器,公众企业,55948549487,67562603667,1434904375,88136778.11,55375550869,0.027503856,24.74769835,0.105503138,0.42486522,1.382211039,0.030158805,0.099067888,0.721328768,1.044389141,0.019789339,39.6127
H,0939.HK,建设银行,金融,银行,金融--银行--商业银行--多元化银行,中央国有企业,3.0254E+13,,3.23861E+11,5.26836E+11,3.46019E+13,0.024585256,31.04064883,,,,,0.005563764,0.913594109,,0.000701891,
H,0954.HK,常茂生物,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,民营企业,956515000,547976000,81423000,2669000,1206755000,0.069684402,20.67880703,0.002862375,0.241400594,0.607564734,0.06305599,0.524135011,0.270763135,1.234948113,0.263670721,23.3886
H,0956.HK,新天绿色能源,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--燃气Ⅲ--燃气Ⅳ,地方国有企业,71917756791,15985268252,2294116322,1235261193,77408666608,0.045594087,24.99878904,0.025855743,0.187487726,0.24749696,-0.014683233,0.638710838,0.669562774,0.938108625,0.110487732,27.7709
H,0980.HK,联华超市,日常消费,日常消费零售,日常消费--日常消费零售--日常消费品经销与零售--大卖场与超市,地方国有企业,22829926000,24759659000,-211747000,276866000,22927846000,0.002840171,23.85133806,0.417693696,0.250800466,1.075322189,-0.356787315,0.146812916,0.945054706,0.4816347,0.020078252,-5.9682
H,0991.HK,大唐发电,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--电力公用事业,中央国有企业,2.961E+11,1.03412E+11,-329502000,6661822000,3.05105E+11,0.020754527,26.41396279,0.167266072,0.187487726,0.358713462,-0.170162108,0.709900773,0.742402704,0.475277131,0.047359625,8.1552
H,0995.HK,安徽皖通高速公路,工业,交通运输,工业--交通运输--交通基础设施--公路与铁路,地方国有企业,19965469000,4029476000,1445457000,226521000,21345566000,0.078329054,23.71727007,0.003787185,0.168489905,0.222304805,0.084515671,0.0617418,0.399972873,1.603312256,0.00334763,33.6231
H,0998.HK,中信银行,金融,银行,金融--银行--商业银行--多元化银行,中央国有企业,8.04288E+12,,62103000000,1.62962E+11,8.54754E+12,0.026330958,29.71580884,,,,,0.004250217,0.920100054,,0.000557138,
H,1000.HK,北青传媒,通讯服务,传媒,通讯服务--传媒--媒体--广告,地方国有企业,727560000,187552000,-23500000,5000,705109000,-0.033321089,20.40520703,0.017517323,0.954858381,0.254651879,0.354010666,0.000641871,0.11270823,4.324393046,0.000988235,-13.6863
H,1021.HK,华沿机器人,工业,机械,工业--机械--机械Ⅲ--工业机械,民营企业,,,-79528000,644000,491419000,-0.160522894,,,0.17114703,,,,,,,
H,1033.HK,中石化油服,能源,石油石化,能源--石油石化--能源设备与服务--石油天然气设备与服务,中央国有企业,64052447000,69533053000,571615000,704304000,71200517000,0.017920081,24.88296807,0.01254375,0.456643498,1.111251868,-0.363267136,0.386659717,0.892876583,0.5771033,0.052155416,2.1442
H,1053.HK,重庆钢铁股份,材料,钢铁Ⅱ,材料--钢铁Ⅱ--钢铁Ⅲ--钢铁Ⅳ,中央国有企业,42995956000,39849418000,-1019409354,297357722.6,39364800403,-0.018342571,24.4843719,0.137234514,0.394104263,0.96085425,-0.047929135,0.606243783,0.47959736,0.866283648,0.113762443,62.7175
H,1055.HK,中国南方航空股份,工业,交通运输,工业--交通运输--航空客运Ⅲ--航空客运Ⅳ,中央国有企业,3.23211E+11,95279000000,-32699000000,6006000000,3.12246E+11,-0.085487084,26.5015712,0.089549905,0.168489905,0.293349384,-0.2262423,0.380658455,0.738536127,0.341165871,0.053021091,9.4821
H,1057.HK,浙江世宝,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车零配件--汽车零配件与设备,民营企业,2075458857,1177915846,15823592.47,5346190.55,2389483168,0.008859566,21.4534481,0.001692845,0.2124545,0.581442031,0.210356119,0.332265957,0.347212224,1.657446678,0.03761234,6.8766
H,1065.HK,天津创业环保股份,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--水务Ⅲ--水务Ⅳ,地方国有企业,21065292000,4535579000,751254000,403067000,22969674000,0.050254131,23.77089259,0.007336178,0.187487726,0.227528309,0.077205339,0.047610686,0.615288029,1.506530205,0.039812835,34.832
H,1066.HK,威高股份,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健用品,民营企业,30367058000,13151719000,2723309000,191401000,33195926000,0.087803244,24.13662424,0.023718149,0.88373741,0.455772845,0.362246847,0.188085326,0.311508873,3.151461918,0.036779394,13.159
H,1071.HK,华电国际电力股份,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--电力公用事业,中央国有企业,2.22386E+11,1.00984E+11,-30791000,4090816000,2.26802E+11,0.017901154,26.12768062,0.16333819,0.187487726,0.4399417,-0.162191446,0.636210561,0.657044275,0.450692943,0.057896499,12.9794
H,1072.HK,东方电气,工业,电气设备,工业--电气设备--电气设备Ⅲ--重型电气设备,中央国有企业,1.03105E+11,46755975362,2854650575,182271979.4,1.15265E+11,0.026347295,25.35900958,0.094551478,0.169895245,0.46546583,0.115208513,0.05076816,0.656815638,1.204886628,0.006960057,29.0214
H,1075.HK,首都信息,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,地方国有企业,2378501522,1426774386,128492464.5,2365032.94,2540643383,0.051505653,21.58973651,0.018549833,0.732863764,0.584548913,0.298149146,0.033315603,0.50020928,1.612113218,0.032201928,1.1491
H,1081.HK,大金重工,工业,电气设备,工业--电气设备--电气设备Ⅲ--重型电气设备,民营企业,6650087927,4406078143,450277000,24878000,11259101000,0.04220186,22.61789591,0.008910117,0.169895245,0.779146144,0.339189227,0.157606004,0.549033093,1.742877924,0.033052857,33.1737
H,1088.HK,中国神华,能源,煤炭Ⅱ,能源--煤炭Ⅱ--煤炭Ⅲ--煤炭与消费用燃料,中央国有企业,6.10597E+11,3.35216E+11,72903000000,3234000000,6.25178E+11,0.121784516,27.137703,0.491261755,0.381523529,0.57130927,0.190898416,0.474710816,0.26429216,2.270458212,0.039081424,43.7073
H,1099.HK,国药控股,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健提供商与服务--保健护理产品经销商,中央国有企业,3.35412E+11,5.21051E+11,8525655000,3520326000,3.64775E+11,0.033023032,26.53862642,0.939677237,0.88373741,1.611542624,0.21351509,0.037041996,0.702891251,1.326554735,0.006724983,14.1618
H,1108.HK,凯盛新能,工业,电气设备,工业--电气设备--电气设备Ⅲ--光伏设备,中央国有企业,9267756778,3605601993,409038651.7,87180142.81,10565902910,0.046964164,22.9498072,0.007291367,0.169895245,0.484873771,-0.059946107,0.55815849,0.530337605,0.850822798,0.18223177,6.6397
H,1122.HK,庆铃汽车股份,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车--汽车制造,地方国有企业,10905911000,4828237000,-14575000,4717000,10349176000,-0.00095254,23.11257077,0.006938915,0.2124545,0.441494273,0.283130038,0.096054149,0.26028903,2.091241067,0.012708429,-5.1196
H,1133.HK,哈尔滨电气,工业,电气设备,工业--电气设备--电气设备Ⅲ--重型电气设备,中央国有企业,60610193221,21569761575,98638427.66,258816601.3,63283530532,0.005648469,24.82772892,0.043619084,0.169895245,0.363827239,0.116301721,0.101678232,0.798801401,1.158576869,0.006202676,-10.1249
H,1138.HK,中远海能,工业,交通运输,工业--交通运输--海上运输Ⅲ--海上运输Ⅳ,中央国有企业,59388937000,12644700000,1461118000,993999000,68250082000,0.035972367,24.8073738,0.011884378,0.168489905,0.20175224,-0.115369871,0.728866944,0.496164025,0.486296004,0.049270254,-22.2735
H,1157.HK,中联重科,工业,机械,工业--机械--机械Ⅲ--建筑机械与重型卡车,公众企业,1.21982E+11,67131000000,2347000000,937000000,1.23517E+11,0.026587433,25.52713933,0.074869797,0.17114703,0.563593242,0.188872129,0.079847846,0.522388549,1.463794665,0.014108639,3.1056
H,1171.HK,兖矿能源,能源,煤炭Ⅱ,能源--煤炭Ⅱ--煤炭Ⅲ--煤炭与消费用燃料,地方国有企业,3.01959E+11,1.08616E+11,30407538000,5983260000,3.08604E+11,0.117920884,26.43355711,0.159177108,0.381523529,0.377814407,-0.024272447,0.283932375,0.642479663,0.923876494,0.059214617,57.1338
H,1186.HK,中国铁建,工业,建筑,工业--建筑--建筑与工程Ⅲ--建筑与工程Ⅳ,中央国有企业,1.35297E+12,1.02001E+12,26642094000,6143183000,1.52395E+12,0.02151334,27.9333233,0.274330367,0.218192106,0.785903995,0.056408052,0.052064362,0.743901938,1.091719883,0.024298731,12.049
H,1187.HK,可孚医疗,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,5807122187,2256673687,301683000,10850000,6410838000,0.048750725,22.48235096,0.004069744,0.88373741,0.593729561,0.660616592,0.124431272,0.144989982,6.62024222,0.088381253,-4.1766
H,1202.HK,四威科技,信息技术,硬件设备,信息技术--硬件设备--通信设备Ⅲ--通信设备Ⅳ,中央国有企业,1004554108,300424372.3,-2224261.22,73722.8,1017995408,-0.002112523,20.72780961,0.00037551,0.410768763,0.291032171,0.640916341,0.137466625,0.164997261,10.18708299,0.000935327,25.4991
H,1211.HK,比亚迪股份,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车--汽车制造,民营企业,2.9578E+11,2.113E+11,16622448000,1316350000,4.93861E+11,0.036323603,26.41288227,0.303670288,0.2124545,0.850648128,-0.017559512,0.255409732,0.647561846,0.969681054,0.053869288,37.6823
H,1216.HK,中原银行,金融,银行,金融--银行--商业银行--区域性银行,公众企业,7.68233E+11,,3650171000,22337759000,1.32674E+12,0.019587861,27.36735936,,,,,0.005524746,0.918801192,,0.000810394,
H,1236.HK,乐动机器人,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子制造服务,民营企业,,,-73132000,661000,607862000,-0.119222784,,,0.410768763,,,,,,,
H,1265.HK,天津津燃公用,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--燃气Ⅲ--燃气Ⅳ,地方国有企业,2345374239,1579769605,-68345251.96,,2503305612,,21.57571082,0.002555235,0.187487726,0.657719561,0.340669621,0.36719827,0.294927724,2.353660785,0.045507799,17.4868
H,1272.HK,大唐环境,工业,环保Ⅱ,工业--环保Ⅱ--环保Ⅲ--环境与设施服务,中央国有企业,18428386000,5288416000,272425000,199335000,18348257000,0.025711434,23.63715803,0.346458287,0.301565589,0.273945587,0.059284736,0.37051579,0.633414668,1.115266835,0.021899151,-22.4694
H,1274.HK,知行科技,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,民营企业,516504000,178258000,-342376000,280169000,1251401000,-0.049709885,20.06259359,0.002317575,0.732863764,0.57159348,0.56072557,0.028547698,2.080986788,2.849193579,0.078651859,274.0594
H,1276.HK,恒瑞医药,医疗保健,医药生物,医疗保健--医药生物--制药--西药,民营企业,39266221700,25703721005,3906374000,6491000,42370875000,0.092347987,24.39363049,0.058045041,0.277693145,0.694734484,0.682169443,0.155907342,0.094086307,8.874749673,0.042393568,-6.4559
H,1288.HK,农业银行,金融,银行,金融--银行--商业银行--多元化银行,中央国有企业,2.90692E+13,,2.5914E+11,5.18581E+11,3.39275E+13,0.022923005,31.00069876,,,,,0.005273597,0.916703496,,0.000895554,
H,1289.HK,盛力达科技,工业,机械,工业--机械--机械Ⅲ--工业机械,民营企业,732955000,167045000,22604000,,945732000,,20.41259487,0.000186302,0.17114703,0.225605391,0.665416021,0.100060713,0.137721961,5.831589792,0.002390324,37.3499
