市场,证券代码,证券简称,一级行业,二级行业,行业全路径,企业所有制性质,资产总计_2024,营业收入_2024,归母净利润_2025,利息支出_2025,资产总计_2025,EBI_A_2025,FirmSize_2024,MarketShare_2024_二级行业,HHI_2024_二级行业,AssetTurnover_2024,WorkingCapitalRatio_2024,FixedAssetsRatio_2024,FinancialLeverage_2024,CurrentRatio_2024,CapexRatio_2024
H,2145.HK,上美股份,日常消费,家庭用品,日常消费--家庭用品--美容护理Ⅲ--美容护理Ⅳ,民营企业,"3,596,597,000.00","6,792,518,000.00","1,102,574,000.00","7,397,000.00","4,967,340,000.00",0.223454,22.003254,0.537606,0.396222,2.019952,0.313874,0.187421,0.378671,1.841213,0.067446
H,2146.HK,荣万家,房地产,房地产Ⅱ,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,民营企业,"4,174,097,355.23","1,956,931,773.56","112,608,615.45","749,656.11","4,310,070,202.13",0.026301,22.152164,0.004398,0.605781,0.469946,0.439688,0.008031,0.471041,1.945082,0.003594
H,2149.HK,贝克微,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,"1,608,812,000.00","578,807,000.00","122,005,000.00","9,006,000.00","1,840,804,000.00",0.071171,21.198762,0.000627,0.348635,0.401986,0.527810,0.038609,0.375313,2.410951,0.021099
H,2157.HK,乐普生物,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"2,280,685,000.00","367,794,000.00","261,364,000.00","28,161,000.00","3,099,684,000.00",0.093405,21.547742,0.000672,0.286802,0.157683,-0.174511,0.407819,0.701053,0.618591,0.027074
H,2163.HK,远大住工,工业,机械,工业--机械--机械Ⅲ--建筑机械与重型卡车,民营企业,,,,,,,,,0.177102,,,,,,
H,2196.HK,复星医药,医疗保健,医药生物,医疗保健--医药生物--制药--西药,民营企业,"117,422,190,000.00","40,909,878,000.00","3,370,562,000.00","1,265,351,000.00","120,015,592,000.00",0.038628,25.489042,0.074716,0.286802,0.354423,-0.025222,0.187372,0.489915,0.920924,0.037558
H,2218.HK,安德利果汁,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,民营企业,"2,779,525,659.87","1,417,986,997.99","330,345,077.62","37,033.00","2,936,205,033.38",0.112520,21.745546,0.004797,0.270252,0.526168,0.606104,0.303612,0.048123,14.135202,0.058409
H,2245.HK,力勤资源,材料,有色金属,材料--有色金属--其他金属与采矿--金属非金属,民营企业,"37,957,011,000.00","29,232,958,000.00","2,857,421,000.00","637,621,000.00","48,259,650,000.00",0.072422,24.359720,0.020018,0.221330,0.851817,-0.031590,0.570094,0.534142,0.913102,0.150487
H,2252.HK,微创机器人-B,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,"1,279,039,000.00","257,249,000.00","-249,660,000.00","19,809,000.00","1,334,593,000.00",-0.172226,20.969375,0.000411,0.874431,0.190066,0.276058,0.192070,0.798538,1.701329,0.032908
H,2276.HK,康耐特光学,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健用品,民营企业,"2,388,784,000.00","2,060,767,000.00","557,723,000.00","6,168,000.00","3,545,011,000.00",0.159066,21.594050,0.003296,0.874431,0.942475,0.371213,0.245670,0.336249,2.211026,0.090444
H,2291.HK,心泰医疗,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,"2,083,031,430.32","471,643,607.84","239,727,919.85","116,635.60","2,098,925,863.47",0.114270,21.457090,0.000754,0.874431,0.231795,0.639933,0.055961,0.041277,16.789657,0.041015
H,2315.HK,百奥赛图-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"2,415,314,000.00","980,454,000.00","173,199,000.00","71,001,000.00","3,724,364,000.00",0.065568,21.605095,0.001791,0.286802,0.403087,0.116599,0.487142,0.652798,1.526482,0.015372
H,2333.HK,长城汽车,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车--汽车制造,民营企业,"217,266,223,746.47","202,195,472,334.88","9,865,280,190.16","735,538,728.32","225,287,872,883.05",0.047055,26.104389,0.109227,0.231543,0.966202,0.051579,0.154694,0.636408,1.091683,0.054023
H,2355.HK,宝业集团,工业,建筑,工业--建筑--建筑与工程Ⅲ--建筑与工程Ⅳ,民营企业,"45,202,576,000.00","22,338,716,000.00","289,644,000.00","40,522,000.00","42,227,621,000.00",0.007819,24.534420,0.005484,0.215339,0.476728,0.152230,0.067285,0.700293,1.222332,0.006292
H,2359.HK,药明康德,医疗保健,医药生物,医疗保健--医药生物--生命科学工具和服务Ⅲ--生命科学工具和服务Ⅳ,民营企业,"80,325,824,000.00","39,241,431,000.00","19,194,927,000.00","306,492,000.00","103,120,969,000.00",0.189112,25.109357,0.071669,0.286802,0.509645,0.279661,0.314567,0.264426,2.384437,0.049841
H,2396.HK,华芢生物-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"190,612,000.00","261,000.00","-208,984,000.00","1,236,000.00","684,245,000.00",-0.303616,19.065751,0.000000,0.286802,0.001151,0.658731,0.044210,0.210254,8.335943,0.020193
H,2402.HK,亿华通,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,"4,778,968,863.11","366,671,355.92","-618,498,000.00","23,014,000.00","3,677,725,000.00",-0.161916,22.287491,0.000446,0.233104,0.075410,0.318512,0.107159,0.405030,1.867540,0.007226
H,2408.HK,遇见小面,可选消费,消费者服务,可选消费--消费者服务--酒店、餐馆与休闲--餐馆,民营企业,"1,161,133,000.00","1,154,434,000.00","106,124,000.00","30,448,000.00","2,083,080,000.00",0.065563,20.872662,0.032999,0.533894,1.152342,-0.208611,0.127500,0.898567,0.505523,0.086063
H,2411.HK,百果园集团,日常消费,日常消费零售,日常消费--日常消费零售--日常消费品经销与零售--食品零售,民营企业,"7,819,588,000.00","10,273,253,000.00","-317,487,000.00","98,977,000.00","7,603,739,000.00",-0.028737,22.779898,0.176661,0.199976,1.333273,0.145435,0.080337,0.640608,1.260880,0.027940
H,2419.HK,德康农牧,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,民营企业,"23,056,050,000.00","22,463,038,000.00","1,433,249,355.02","277,762,840.91","23,454,477,030.05",0.072950,23.861194,0.075999,0.270252,1.069916,0.117189,0.323781,0.627632,1.298114,0.034044
H,2432.HK,越疆,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子制造服务,民营企业,"1,495,208,000.00","373,678,000.00","-83,535,000.00","3,005,000.00","3,102,781,000.00",-0.025954,21.125531,0.000405,0.348635,0.335123,0.614975,0.118511,0.353074,3.765262,0.009794
H,2453.HK,美中嘉和,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健提供商与服务--保健护理设施,民营企业,"5,906,562,000.00","388,305,000.00","-256,603,000.00","123,530,000.00","5,787,407,000.00",-0.022994,22.499330,0.000621,0.874431,0.069695,-0.071487,0.591345,0.678187,0.628262,0.055095
H,2465.HK,龙蟠科技,材料,化工,材料--化工--多元化工Ⅲ--特种化工,民营企业,"15,808,968,000.00","7,673,051,000.00","-170,578,000.00","299,093,000.00","18,671,846,000.00",0.006883,23.483843,0.091515,0.312675,0.464501,-0.088057,0.418996,0.751187,0.837331,0.043307
H,2476.HK,胜宏科技,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,"19,175,313,000.00","10,731,469,000.00","4,311,988,000.00","137,778,000.00","35,244,489,000.00",0.126254,23.676890,0.011623,0.348635,0.587078,0.028340,0.386693,0.534405,1.072106,0.058488
H,2479.HK,天聚地合,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,民营企业,,,,,,,,,0.463939,,,,,,
H,2480.HK,绿竹生物-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"1,050,463,000.00",,"-150,355,000.00","6,583,000.00","1,039,592,000.00",-0.138297,20.772497,,0.286802,,0.356052,0.435606,0.187415,4.783435,0.093662
H,2481.HK,双良睿能,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--复合型公用事业Ⅲ--复合型公用事业Ⅳ,民营企业,"5,966,668,000.00","1,648,287,000.00","170,214,000.00","39,782,000.00","6,115,050,000.00",0.034341,22.509454,0.002352,0.199546,0.280235,-0.074275,0.031770,0.760528,0.768355,0.061385
H,2482.HK,维天运通,工业,交通运输,工业--交通运输--航空运输--航空货运与物流,民营企业,"2,727,770,000.00","7,541,926,000.00","43,478,000.00","8,003,000.00","1,894,552,000.00",0.027173,21.726750,0.005783,0.130917,2.912766,0.221265,0.020113,0.741075,1.300800,0.000845
H,2488.HK,元征科技,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车零配件--汽车零配件与设备,民营企业,"1,996,671,672.07","1,882,044,159.72","344,256,706.01","8,977,080.94","2,164,183,155.77",0.163218,21.414747,0.001017,0.231543,0.977205,0.321483,0.081962,0.377050,2.097264,0.037804
H,2495.HK,声通科技,信息技术,软件服务,信息技术--软件服务--软件--系统软件,民营企业,"2,395,321,000.00","941,414,000.00","135,484,000.00","26,272,000.00","2,971,170,000.00",0.054442,21.596783,0.010586,0.463939,0.498703,0.312546,0.048065,0.331715,1.958319,0.166608
H,2499.HK,佛朗斯股份,工业,企业服务,工业--企业服务--商业服务与用品--综合支持服务,民营企业,"3,781,236,000.00","1,610,867,000.00","82,212,000.00","107,800,000.00","4,112,218,000.00",0.046207,22.053317,0.074103,0.311987,0.464963,-0.132611,0.318454,0.688263,0.640526,0.040116
H,2502.HK,金源氢化,材料,化工,材料--化工--基础化工--商品化工,民营企业,"1,676,398,000.00","3,102,000,000.00","-34,277,000.00","14,420,000.00","1,516,221,000.00",-0.013096,21.239913,0.036997,0.312675,1.857605,0.079877,0.503124,0.348872,1.293153,0.050126
H,2506.HK,讯飞医疗科技,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,民营企业,"2,089,937,000.00","733,984,000.00","-64,788,000.00","11,440,000.00","2,312,395,000.00",-0.023070,21.460400,0.008253,0.463939,0.441156,0.325801,0.006392,0.527813,1.680706,0.015804
H,2509.HK,荃信生物-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"983,877,000.00","158,793,000.00","314,450,000.00","22,157,000.00","1,600,326,000.00",0.210337,20.707011,0.000290,0.286802,0.178473,0.189621,0.317433,0.775328,1.433707,0.001794
H,2513.HK,智谱,信息技术,软件服务,信息技术--软件服务--软件--应用软件,民营企业,"4,375,769,000.00","312,414,000.00","-4,698,203,000.00","74,315,000.00","4,853,861,000.00",-0.952621,22.199348,0.003513,0.463939,0.086351,-1.102021,0.055428,1.903874,0.384772,0.030340
H,2515.HK,天津建发,工业,建筑,工业--建筑--建筑与工程Ⅲ--建筑与工程Ⅳ,民营企业,"710,355,000.00","302,501,000.00","-48,535,000.00","746,000.00","649,776,000.00",-0.073547,20.381275,0.000074,0.215339,0.477592,0.367549,0.062904,0.537026,1.688568,0.004120
H,2517.HK,锅圈,日常消费,日常消费零售,日常消费--日常消费零售--日常消费品经销与零售--食品零售,民营企业,"4,751,478,000.00","6,469,810,000.00","432,886,000.00","5,777,000.00","5,238,418,000.00",0.083740,22.281722,0.111256,0.199976,1.376098,0.392318,0.103918,0.312883,2.327358,0.026084
H,2519.HK,傲基股份,可选消费,可选消费零售,可选消费--可选消费零售--多品类零售Ⅲ--多品类零售Ⅳ,民营企业,"8,779,550,000.00","10,709,648,000.00","161,139,000.00","264,360,000.00","10,134,961,000.00",0.041983,22.895691,0.077643,0.275644,1.534655,0.238365,0.082936,0.645846,1.782105,0.018940
H,2526.HK,德适-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"212,474,000.00","70,352,000.00","-67,137,000.00","580,000.00","215,578,000.00",-0.308737,19.174330,0.000128,0.286802,0.324529,0.425826,0.132087,0.180220,3.840633,0.118838
H,2539.HK,乐摩科技,可选消费,消费者服务,可选消费--消费者服务--酒店、餐馆与休闲--休闲设施,民营企业,"472,690,000.00","797,991,000.00","93,731,000.00","1,804,000.00","714,249,000.00",0.133756,19.973950,0.022810,0.533894,1.816704,-0.033032,0.518384,0.492219,0.928491,0.371688
H,2546.HK,智汇矿业,材料,有色金属,材料--有色金属--其他金属与采矿--铜,民营企业,"1,454,895,000.00","301,434,000.00","150,041,000.00","3,073,000.00","2,053,063,000.00",0.074578,21.098200,0.000206,0.221330,0.219395,-0.054403,0.384619,0.289226,0.757620,0.091191
H,2555.HK,茶百道,可选消费,消费者服务,可选消费--消费者服务--酒店、餐馆与休闲--餐馆,民营企业,"5,493,977,000.00","4,917,997,000.00","804,897,000.00","3,635,000.00","4,829,587,000.00",0.167412,22.426918,0.140579,0.533894,1.146456,0.496268,0.039404,0.283999,2.932000,0.023832
H,2571.HK,赛目科技,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子制造服务,民营企业,"667,960,000.00","221,883,000.00","56,265,000.00","6,553,000.00","1,035,855,000.00",0.060644,20.319739,0.000240,0.348635,0.349760,0.644098,0.056741,0.165058,7.570735,0.065341
H,2573.HK,新琪安,材料,化工,材料--化工--基础化工--商品化工,民营企业,"812,908,000.00","568,867,000.00","13,059,000.00","10,309,000.00","1,131,463,000.00",0.020653,20.516128,0.006785,0.312675,0.745509,0.084503,0.450582,0.410611,1.210968,0.098065
H,2575.HK,轩竹生物-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"1,196,619,000.00","30,094,000.00","-245,509,000.00","124,000.00","1,640,345,000.00",-0.149594,20.902766,0.000055,0.286802,0.023907,0.158559,0.098017,0.200486,2.058423,0.067056
H,2576.HK,太美医疗科技,医疗保健,医药生物,医疗保健--医药生物--生命科学工具和服务Ⅲ--生命科学工具和服务Ⅳ,民营企业,"1,583,197,000.00","551,156,000.00","-42,846,000.00","833,000.00","1,556,327,000.00",-0.026995,21.182712,0.001007,0.286802,0.364055,0.748175,0.007707,0.220203,5.048327,0.003589
H,2579.HK,中伟新材,材料,化工,材料--化工--多元化工Ⅲ--特种化工,民营企业,"72,895,179,000.00","40,222,890,000.00","1,570,700,000.00","978,652,000.00","81,607,865,000.00",0.031239,25.012288,0.479731,0.312675,0.596309,0.132779,0.397741,0.595466,1.402628,0.088785
H,2583.HK,西普尼,可选消费,家电Ⅱ,可选消费--家电Ⅱ--家电Ⅲ--消费电子产品,民营企业,"857,932,000.00","456,556,000.00","101,898,000.00","4,185,000.00","1,278,076,000.00",0.083002,20.570035,0.000578,0.413221,0.558893,0.686633,0.090916,0.231387,4.486137,0.037921
H,2585.HK,梦金园,可选消费,纺织服装Ⅱ,可选消费--纺织服装Ⅱ--纺织服装Ⅲ--服装、服饰与奢侈品,民营企业,"4,934,656,000.00","19,712,885,000.00","96,521,000.00","91,176,000.00","4,949,878,000.00",0.037920,22.319549,0.674520,0.540866,4.402329,0.404591,0.077299,0.497909,1.890352,0.033451
H,2589.HK,沪上阿姨,可选消费,消费者服务,可选消费--消费者服务--酒店、餐馆与休闲--餐馆,民营企业,"1,855,783,000.00","3,284,576,000.00","501,317,000.00","4,217,000.00","2,981,426,000.00",0.169561,21.341573,0.093888,0.533894,1.929911,0.561267,0.023107,0.361948,2.690583,0.013012
H,2590.HK,极智嘉-W,信息技术,软件服务,信息技术--软件服务--信息技术服务--信息科技咨询与其它服务,民营企业,"3,204,430,000.00","2,409,011,000.00","-10,407,000.00","12,730,000.00","5,713,569,000.00",0.000407,21.887800,0.027088,0.463939,0.724317,-2.020899,0.059927,2.950050,0.311409,0.031904
H,2597.HK,讯众通信,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,民营企业,"1,484,049,000.00","917,606,000.00","73,018,868.99","13,476,942.24","1,905,014,014.51",0.045404,21.118040,0.010318,0.463939,0.682587,0.557536,0.002818,0.434078,2.311835,0.000216
H,2598.HK,连连数字,信息技术,软件服务,信息技术--软件服务--信息技术服务--信息科技咨询与其它服务,民营企业,"14,538,817,000.00","1,314,959,000.00","1,663,754,000.00","12,942,000.00","22,941,714,000.00",0.073085,23.400088,0.014786,0.463939,0.105170,0.036108,0.008223,0.915020,1.039955,0.001469
H,2603.HK,吉宏股份,可选消费,可选消费零售,可选消费--可选消费零售--多品类零售Ⅲ--多品类零售Ⅳ,民营企业,"3,503,094,000.00","5,529,259,000.00","276,832,000.00","12,979,000.00","4,321,865,000.00",0.067057,21.976912,0.040086,0.275644,1.559807,0.253977,0.265604,0.369553,1.820469,0.038872
H,2613.HK,汇舸环保,工业,环保Ⅱ,工业--环保Ⅱ--环保Ⅲ--环境与设施服务,民营企业,"453,619,000.00","614,395,000.00","5,637,000.00","3,315,000.00","813,681,000.00",0.011002,19.932768,0.043837,0.294974,1.258853,0.546044,0.103128,0.373412,2.784001,0.005904
H,2619.HK,香江电器,可选消费,家电Ⅱ,可选消费--家电Ⅱ--家电Ⅲ--家用电器,民营企业,"1,706,979,000.00","1,501,510,000.00","50,723,000.00","15,922,000.00","1,955,071,000.00",0.034088,21.257991,0.001901,0.413221,0.921944,0.227658,0.295097,0.457398,1.616842,0.096857
H,2625.HK,江苏宏信,日常消费,日常消费零售,日常消费--日常消费零售--日常消费品经销与零售--大卖场与超市,民营企业,"1,455,688,000.00","1,350,925,000.00","36,628,000.00","25,911,000.00","1,811,103,000.00",0.034531,21.098744,0.023231,0.199976,0.943771,0.193740,0.163808,0.628416,1.364112,0.047236
H,2627.HK,中慧生物-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"1,612,839,000.00","259,612,000.00",,,,,21.201262,0.000474,0.286802,0.190012,-0.256158,0.585731,0.909112,0.545338,0.124108
H,2630.HK,旺山旺水-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"725,956,000.00","11,832,000.00","-355,718,000.00","13,358,000.00","1,289,323,000.00",-0.265535,20.403000,0.000022,0.286802,0.016876,-0.224246,0.496935,0.806640,0.494738,0.121421
H,2631.HK,天岳先进,信息技术,半导体,信息技术--半导体--半导体材料与设备--半导体材料与设备Ⅳ,民营企业,"7,356,705,000.00","1,768,141,000.00","-208,319,000.00","28,195,000.00","9,583,219,000.00",-0.018796,22.718878,0.033739,0.276407,0.247846,0.215025,0.474434,0.277804,2.025346,0.077200
H,2632.HK,泽景股份,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车零配件--汽车零配件与设备,民营企业,"776,136,000.00","577,620,000.00","-676,404,000.00","3,620,000.00","794,865,000.00",-0.846413,20.469838,0.000312,0.231543,0.860908,-1.244577,0.084328,2.156228,0.411656,0.027954
H,2635.HK,诺比侃,信息技术,软件服务,信息技术--软件服务--信息技术服务--信息科技咨询与其它服务,民营企业,"836,195,000.00","402,640,000.00","117,843,000.00","4,167,000.00","1,467,795,000.00",0.083125,20.544372,0.004528,0.463939,0.585956,0.613271,0.094821,0.234962,3.646960,0.091656
H,2637.HK,海西新药,医疗保健,医药生物,医疗保健--医药生物--制药--西药,民营企业,"755,819,000.00","466,683,000.00","177,029,000.00","5,736,000.00","1,846,700,000.00",0.098968,20.443312,0.000852,0.286802,0.708511,0.217228,0.363919,0.283788,1.901754,0.236248
H,2648.HK,安井食品,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,民营企业,"17,375,100,000.00","15,029,588,000.00","1,359,237,139.62","1,361,894.76","20,766,685,248.39",0.065518,23.578304,0.050850,0.270252,0.866870,0.383987,0.308713,0.236244,2.813597,0.051872
H,2649.HK,优乐赛共享,材料,造纸与包装,材料--造纸与包装--容器与包装Ⅲ--金属及玻璃容器,民营企业,"865,825,000.00","837,620,000.00",,,,,20.579193,0.035022,0.904590,0.979538,0.139269,0.341905,0.503172,1.293373,0.178459
H,2650.HK,挚达科技,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--电力公用事业,民营企业,"836,438,000.00","593,408,000.00","-163,846,000.00","14,572,000.00","1,124,168,000.00",-0.132786,20.544663,0.000847,0.199546,0.676595,-0.103239,0.053164,0.941237,0.888472,0.033407
H,2651.HK,大众口腔,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健提供商与服务--保健护理服务,民营企业,"377,992,000.00","407,083,000.00","28,175,000.00","4,312,000.00","514,980,000.00",0.063084,19.750384,0.000651,0.874431,0.936897,-0.035588,0.202417,0.579332,0.900426,0.062030
H,2655.HK,果下科技,信息技术,软件服务,信息技术--软件服务--信息技术服务--信息科技咨询与其它服务,民营企业,"1,148,072,000.00","1,025,613,000.00","102,859,000.00","17,366,000.00","3,148,796,000.00",0.038181,20.861350,0.011533,0.463939,1.285030,0.041445,0.078613,0.832073,1.051025,0.057651
H,2657.HK,林清轩,日常消费,家庭用品,日常消费--家庭用品--美容护理Ⅲ--美容护理Ⅳ,民营企业,"1,073,954,000.00","1,209,641,000.00","360,367,000.00","5,467,000.00","2,500,275,000.00",0.146318,20.794613,0.095739,0.396222,1.334625,0.301016,0.213302,0.430074,1.871790,0.084091
H,2658.HK,天域半导体,信息技术,半导体,信息技术--半导体--半导体产品--分立器件,民营企业,"3,479,553,000.00","519,622,000.00","-55,605,000.00","48,744,000.00","5,443,126,000.00",-0.001260,21.970170,0.009915,0.276407,0.159330,-0.150294,0.630608,0.649493,0.535259,0.242527
H,2659.HK,宝济药业-B,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"1,363,267,000.00","6,160,000.00","-395,302,000.00","5,974,000.00","2,216,979,000.00",-0.175612,21.033150,0.000011,0.286802,0.005271,0.344283,0.456023,0.269493,3.391819,0.086758
H,2670.HK,云迹,工业,机械,工业--机械--机械Ⅲ--工业机械,民营企业,"510,927,000.00","244,775,000.00","-294,901,000.00","49,000.00","1,054,816,000.00",-0.279529,20.051737,0.000265,0.177102,0.476161,-3.095665,0.033148,3.972483,0.213218,0.014887
H,2675.HK,精锋医疗-B,医疗保健,医疗设备与服务,医疗保健--医疗设备与服务--医疗保健设备与用品--医疗保健设备,民营企业,"1,360,730,000.00","159,994,000.00","-88,607,000.00","541,000.00","1,385,740,000.00",-0.063552,21.031287,0.000256,0.874431,0.109721,0.865671,0.044156,0.074059,14.565314,0.019835
H,2676.HK,纳芯微,信息技术,半导体,信息技术--半导体--半导体产品--集成电路,民营企业,"7,673,576,000.00","1,960,274,000.00","-228,874,000.00","22,671,000.00","9,681,500,000.00",-0.021299,22.761049,0.037405,0.276407,0.264368,0.512289,0.198550,0.224988,6.192562,0.051739
H,2687.HK,卓越睿新,信息技术,软件服务,信息技术--软件服务--软件--应用软件,民营企业,"792,508,000.00","848,198,000.00","130,224,000.00","4,397,000.00","1,353,126,000.00",0.099489,20.490713,0.009538,0.463939,1.193847,0.543304,0.018958,0.370519,2.508232,0.012295
H,2692.HK,兆威机电,工业,电气设备,工业--电气设备--电气设备Ⅲ--电气部件与设备,民营企业,"4,121,910,000.00","1,524,599,000.00","255,175,000.00","2,536,000.00","4,317,791,000.00",0.059686,22.139582,0.001854,0.233104,0.384711,0.518359,0.248373,0.217302,3.661576,0.040914
H,2696.HK,复宏汉霖,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,民营企业,"10,597,520,000.00","5,724,449,000.00","827,042,000.00","102,493,000.00","12,361,093,000.00",0.075198,23.083886,0.010455,0.286802,0.558453,-0.237836,0.221123,0.715630,0.499111,0.079000
H,2706.HK,海致科技集团,信息技术,软件服务,信息技术--软件服务--信息技术服务--互联网服务与基础架构,民营企业,"633,505,000.00","503,129,000.00","-205,322,000.00","615,000.00","936,098,000.00",-0.218681,20.266778,0.005657,0.463939,0.593293,-2.174343,0.003567,3.132177,0.302372,0.002380
H,2714.HK,牧原股份,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,民营企业,"187,648,723,830.92","137,946,892,076.87","15,486,891,254.04","2,556,832,463.42","171,741,086,702.08",0.105064,25.957838,0.466717,0.270252,0.720249,-0.128740,0.579645,0.586801,0.717374,0.065978
H,2715.HK,埃斯顿,工业,机械,工业--机械--机械Ⅲ--工业机械,民营企业,"10,140,899,000.00","4,008,772,000.00","41,341,000.00","165,677,000.00","9,416,960,000.00",0.021984,23.039842,0.004346,0.177102,0.396469,0.005071,0.145640,0.813360,1.008553,0.033781
H,2723.HK,深演智能,通讯服务,传媒,通讯服务--传媒--媒体--广告,民营企业,"540,178,000.00","537,870,000.00","9,095,000.00","318,000.00","564,254,000.00",0.016682,20.107409,0.040708,0.872645,0.930894,0.583484,0.004249,0.250841,3.417193,0.001761
H,2726.HK,瀚天天成,信息技术,半导体,信息技术--半导体--半导体产品--分立器件,民营企业,"4,502,944,000.00","974,316,000.00","11,888,000.00","24,865,000.00","4,523,861,000.00",0.008124,22.227997,0.018591,0.276407,0.257193,0.409404,0.446708,0.375190,4.046430,0.045880
H,2768.HK,国恩科技,材料,化工,材料--化工--基础化工--商品化工,民营企业,"18,351,448,000.00","19,187,511,000.00","851,994,000.00","181,444,000.00","19,787,852,000.00",0.052226,23.632974,0.228846,0.312675,1.148793,0.193883,0.270335,0.616797,1.477231,0.018912
H,2865.HK,钧达股份,工业,电气设备,工业--电气设备--电气设备Ⅲ--光伏设备,民营企业,"16,444,209,000.00","9,923,894,000.00","-1,415,788,000.00","272,671,000.00","16,402,466,000.00",-0.069692,23.523239,0.012070,0.233104,0.577471,-0.002784,0.515874,0.763625,0.992822,0.037576
H,2889.HK,博泰车联,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子设备和仪器,民营企业,"4,307,750,000.00","2,557,003,000.00","-1,093,328,000.00","56,137,000.00","5,837,383,000.00",-0.177681,22.183682,0.002769,0.348635,0.742398,0.290047,0.100570,0.641099,1.535838,0.040767
H,3268.HK,美格智能,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,民营企业,"2,759,557,000.00","2,941,374,000.00","142,721,000.00","9,487,000.00","2,967,047,000.00",0.051299,21.738336,0.003186,0.348635,1.199513,0.403218,0.006481,0.432114,1.952731,0.009972
H,3277.HK,长光辰芯,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子设备和仪器,民营企业,"1,491,080,000.00","673,048,000.00","294,182,000.00","790,000.00","2,087,058,000.00",0.141334,21.122767,0.000729,0.348635,0.479897,0.781652,0.034627,0.187160,9.129698,0.019334
H,3288.HK,海天味业,日常消费,食品饮料,日常消费--食品饮料--食品--食品加工与肉类,民营企业,"40,858,435,000.00","26,900,978,000.00","7,038,465,000.00","25,520,000.00","52,183,944,000.00",0.135367,24.433379,0.091014,0.270252,0.678615,0.583877,0.139147,0.231445,3.654893,0.038565
H,3296.HK,华勤技术,信息技术,硬件设备,信息技术--硬件设备--电脑与外围设备--电脑硬件、储存设备及电脑周边,民营企业,"76,296,823,000.00","109,877,987,000.00","4,081,338,000.00","308,359,000.00","96,205,628,000.00",0.045628,25.057897,0.119008,0.348635,1.719443,0.085883,0.126533,0.699541,1.131926,0.027091
H,3319.HK,雅生活服务,房地产,房地产Ⅱ,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,民营企业,"20,247,171,000.00","13,867,234,000.00","104,974,000.00","32,206,000.00","20,233,386,000.00",0.006780,23.731281,0.031167,0.605781,0.626092,0.214432,0.030080,0.449287,1.509565,0.005441
