市场,证券代码,证券简称,一级行业,二级行业,行业全路径,企业所有制性质,资产总计_2024,营业收入_2024,归母净利润_2025,利息支出_2025,资产总计_2025,EBI_A_2025,FirmSize_2024,MarketShare_2024_二级行业,HHI_2024_二级行业,AssetTurnover_2024,WorkingCapitalRatio_2024,FixedAssetsRatio_2024,FinancialLeverage_2024,CurrentRatio_2024,CapexRatio_2024
CSI,000338.SZ,潍柴动力,工业,机械,工业--机械--机械Ⅲ--建筑机械与重型卡车,地方国有企业,"343,879,412,547.54","215,690,504,589.82","10,930,504,451.02","3,628,593,475.52","367,475,596,673.66",0.039619,26.563557,0.255562,0.187309,0.636136,0.086979,0.156461,0.645345,1.193169,0.021402
CSI,000408.SZ,藏格矿业,材料,化工,材料--化工--农用化工--化肥与农用药剂,地方国有企业,"15,083,281,912.76","2,897,361,987.40","3,852,353,240.98","6,312,248.81","17,692,154,203.25",0.218100,23.436853,0.003488,0.213171,0.198620,0.083802,0.174457,0.081966,2.536757,0.009784
CSI,000425.SZ,徐工机械,工业,机械,工业--机械--机械Ⅲ--建筑机械与重型卡车,地方国有企业,"160,969,811,609.42","91,244,589,883.51","6,572,221,644.27","716,429,463.03","172,078,712,755.41",0.042356,25.804483,0.108112,0.187309,0.565044,0.175762,0.164311,0.624391,1.354563,0.018254
CSI,000568.SZ,泸州老窖,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"68,334,595,564.58","26,442,492,627.15","10,830,713,936.14","-511,995,793.73","64,794,994,851.27",0.159252,24.947682,0.020702,0.097008,0.401773,0.535297,0.145444,0.304774,3.562096,0.017390
CSI,000596.SZ,古井贡酒,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"40,522,413,702.09","19,837,594,537.00","3,549,108,530.34","-524,281,825.11","38,197,033,001.78",0.079190,24.425121,0.015531,0.097008,0.522432,0.357908,0.220514,0.365936,2.013605,0.059903
CSI,000625.SZ,长安汽车,可选消费,汽车与零配件,可选消费--汽车与零配件--汽车--汽车制造,中央国有企业,"208,168,160,960.86","155,382,562,786.85","4,075,223,181.54","-2,402,254,178.20","202,961,073,175.76",0.008243,26.061612,0.066776,0.204324,0.780152,0.110542,0.112265,0.620112,1.202997,0.023385
CSI,000630.SZ,铜陵有色,材料,有色金属,材料--有色金属--其他金属与采矿--铜,地方国有企业,"80,944,491,696.95","144,288,984,039.68","2,415,007,111.01","245,854,206.40","100,206,269,994.18",0.026554,25.117029,0.080600,0.157470,1.812794,0.223788,0.367705,0.477954,1.762476,0.053808
CSI,000661.SZ,长春高新,医疗保健,医药生物,医疗保健--医药生物--生物科技Ⅲ--生物科技Ⅳ,地方国有企业,"31,051,118,000.00","13,465,627,000.00","154,971,452.80","-3,597,720.10","30,080,522,676.54",0.005032,24.158901,0.022221,0.230555,0.435818,0.413877,0.296122,0.159372,4.758913,0.070244
CSI,000708.SZ,中信特钢,材料,钢铁Ⅱ,材料--钢铁Ⅱ--钢铁Ⅲ--钢铁Ⅳ,中央国有企业,"111,043,379,345.44","108,584,472,829.11","5,928,668,055.97","709,860,550.13","110,322,568,610.71",0.060174,25.433187,0.218923,0.484294,0.954379,0.047169,0.470685,0.605304,1.124346,0.004975
CSI,000725.SZ,京东方A,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,地方国有企业,"429,978,221,541.00","197,084,458,765.00","5,856,966,754.00","1,836,646,802.00","436,378,322,803.00",0.017631,26.787000,0.087283,0.114376,0.464184,0.065413,0.546687,0.524287,1.244021,0.079162
CSI,000768.SZ,中航西飞,工业,国防军工,工业--国防军工--航空航天与国防Ⅲ--航空航天,中央国有企业,"73,810,707,203.02","42,911,305,241.37","1,151,240,411.01","-92,184,233.18","77,846,648,435.60",0.013604,25.024770,0.267949,0.253215,0.554655,0.037270,0.126676,0.715160,1.050416,0.019016
CSI,000786.SZ,北新建材,材料,建材Ⅱ,材料--建材Ⅱ--建材Ⅲ--建材Ⅳ,中央国有企业,"35,139,481,982.58","25,542,917,278.20","2,906,380,291.66","28,292,119.13","36,088,073,943.54",0.081320,24.282591,0.193215,0.525443,0.776379,0.126703,0.443899,0.239609,1.573315,0.033980
CSI,000792.SZ,盐湖股份,材料,化工,材料--化工--农用化工--化肥与农用药剂,中央国有企业,"45,782,850,934.85","13,864,752,915.08","8,475,535,262.69","-211,737,505.69","55,781,587,198.78",0.148146,24.547175,0.016693,0.213171,0.300786,0.523648,0.229043,0.135178,7.330134,0.026687
CSI,000807.SZ,云铝股份,材料,有色金属,材料--有色金属--其他金属与采矿--铝,中央国有企业,"41,901,504,028.87","54,065,568,928.26","6,054,686,552.59","-29,118,803.10","44,175,520,008.47",0.136401,24.458588,0.030201,0.157470,1.331480,0.174647,0.533549,0.232785,2.028670,0.015705
CSI,000858.SZ,五粮液,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"188,252,218,704.17","76,134,264,352.42","8,954,257,202.51","-2,661,630,589.09","189,984,270,815.47",0.033122,25.961048,0.059607,0.097008,0.430520,0.609591,0.069360,0.275468,3.248964,0.014164
CSI,000975.SZ,山金国际,材料,有色金属,材料--有色金属--贵金属--黄金,地方国有企业,"18,189,090,000.00","13,580,429,000.00","2,983,616,000.00","57,075,000.00","20,625,469,000.00",0.147424,23.624088,0.007586,0.157470,0.787544,0.201765,0.189844,0.185674,2.979621,0.037812
CSI,000977.SZ,浪潮信息,信息技术,硬件设备,信息技术--硬件设备--电脑与外围设备--电脑硬件、储存设备及电脑周边,地方国有企业,"71,191,039,667.42","114,624,056,940.16","2,412,866,308.76","2,667,767.42","83,793,847,851.87",0.028827,24.988633,0.050763,0.114376,1.921439,0.310051,0.040490,0.714421,1.495676,0.003481
CSI,000983.SZ,山西焦煤,能源,煤炭Ⅱ,能源--煤炭Ⅱ--煤炭Ⅲ--煤炭与消费用燃料,地方国有企业,"109,949,187,629.70","42,525,465,142.83","1,200,774,988.79","837,775,063.92","108,847,567,597.08",0.018728,25.423284,0.049378,0.263097,0.417832,-0.053984,0.346475,0.573686,0.768558,0.241579
CSI,000999.SZ,华润三九,医疗保健,医药生物,医疗保健--医药生物--制药--中药,中央国有企业,"40,081,972,320.77","27,321,827,015.00","3,421,001,213.82","34,997,438.73","58,804,678,665.86",0.058771,24.414193,0.045087,0.230555,0.681084,0.206336,0.160639,0.369883,1.607876,0.019711
CSI,001391.SZ,国货航,工业,交通运输,工业--交通运输--航空运输--航空货运与物流,中央国有企业,"27,618,399,131.00","20,509,734,739.00","2,584,694,178.00","-34,187,709.00","29,952,962,908.00",0.085150,24.041748,0.014765,0.116886,0.813211,0.233523,0.611545,0.108932,3.211667,0.198638
CSI,001965.SZ,招商公路,工业,交通运输,工业--交通运输--交通基础设施--公路与铁路,中央国有企业,"159,169,493,582.77","12,631,321,670.11","4,610,171,908.56","1,459,611,131.01","162,418,433,553.48",0.037371,25.793235,0.009094,0.116886,0.079781,-0.007712,0.017504,0.442218,0.924368,0.007846
CSI,001979.SZ,招商蛇口,房地产,房地产Ⅱ,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,中央国有企业,"860,308,816,014.37","172,017,448,288.99","1,023,784,320.62","2,509,145,230.18","835,411,599,109.07",0.004229,27.480557,0.208506,0.353891,0.194500,0.264855,0.014261,0.666696,1.589833,0.006629
CSI,002179.SZ,中航光电,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,中央国有企业,"41,246,813,453.82","20,549,650,482.12","2,161,521,950.25","-37,031,845.91","42,527,397,016.91",0.049956,24.442840,0.009101,0.114376,0.535031,0.395830,0.203244,0.387763,2.109420,0.037404
CSI,002304.SZ,洋河股份,日常消费,食品饮料,日常消费--食品饮料--饮料--白酒与葡萄酒,地方国有企业,"67,345,265,219.62","24,050,210,040.92","2,206,058,926.68","-284,050,446.25","58,595,944,446.80",0.032801,24.933098,0.018830,0.097008,0.350746,0.520695,0.111132,0.232418,3.298148,0.021591
CSI,002371.SZ,北方华创,信息技术,半导体,信息技术--半导体--半导体材料与设备--半导体材料与设备Ⅳ,地方国有企业,"65,708,880,828.22","29,660,450,110.54","5,521,993,004.86","228,775,158.40","89,800,578,023.69",0.064039,24.908500,0.167941,0.111057,0.497102,0.345901,0.097356,0.509576,1.967920,0.031140
CSI,002415.SZ,海康威视,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子设备和仪器,中央国有企业,"132,016,200,156.14","91,803,239,190.94","14,195,371,894.42","-525,631,319.14","138,049,655,334.62",0.099020,25.606190,0.040657,0.114376,0.677854,0.491118,0.149703,0.337200,2.722287,0.035342
CSI,002916.SZ,深南电路,信息技术,硬件设备,信息技术--硬件设备--电子设备、仪器和元件--电子元件,中央国有企业,"25,302,247,864.46","17,777,434,442.10","3,275,738,151.27","48,731,905.76","30,582,928,717.03",0.108703,23.954159,0.007873,0.114376,0.742132,0.132985,0.524988,0.421162,1.449279,0.099851
CSI,003816.SZ,中国广核,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--独立电力生产商与能源贸易商,中央国有企业,"425,400,654,520.48","86,804,414,918.11","9,765,358,959.88","4,801,744,225.58","505,656,118,063.91",0.028808,26.776297,0.075761,0.118327,0.206517,-0.018778,0.721087,0.594932,0.904312,0.046230
CSI,300413.SZ,芒果超媒,通讯服务,传媒,通讯服务--传媒--娱乐--电影和娱乐,地方国有企业,"32,530,165,142.43","14,007,479,966.69","1,227,146,306.33","-8,478,642.08","33,171,867,484.43",0.036738,24.205434,0.421076,0.338999,0.438059,0.248058,0.004037,0.307417,1.823166,0.005059
CSI,301269.SZ,华大九天,信息技术,软件服务,信息技术--软件服务--软件--应用软件,中央国有企业,"5,628,841,870.04","1,205,608,571.81","60,983,525.27","-42,752,826.30","6,327,842,567.91",0.002881,22.451170,0.011267,0.169431,0.215974,0.534887,0.095337,0.110967,7.747215,0.014054
CSI,302132.SZ,中航成飞,工业,国防军工,工业--国防军工--航空航天与国防Ⅲ--航空航天,中央国有企业,"4,240,904,107.27","1,754,336,347.71","3,432,289,851.96","5,548,186.19","114,547,703,019.42",0.030012,22.168042,0.010955,0.253215,0.427063,0.310679,0.281781,0.400591,2.116237,0.032194
CSI,600009.SH,上海机场,工业,交通运输,工业--交通运输--交通基础设施--机场服务,地方国有企业,"70,046,212,107.27","12,090,365,969.41","2,116,775,136.25","419,999,345.80","71,678,547,661.74",0.035391,24.972421,0.008704,0.116886,0.173305,0.148691,0.359696,0.378552,2.103956,0.027949
CSI,600010.SH,包钢股份,材料,钢铁Ⅱ,材料--钢铁Ⅱ--钢铁Ⅲ--钢铁Ⅳ,地方国有企业,"155,125,400,366.74","66,607,207,925.88","373,622,495.09","1,844,903,595.26","151,673,460,592.94",0.014627,25.767500,0.134290,0.484294,0.434063,-0.192026,0.428071,0.604798,0.579791,0.011855
CSI,600011.SH,华能国际,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--电力公用事业,中央国有企业,"595,576,880,000.00","245,550,923,000.00","14,536,770,000.00","7,075,104,000.00","619,678,043,000.00",0.034876,27.112796,0.214312,0.118327,0.428576,-0.138418,0.676548,0.646428,0.538775,0.103737
CSI,600018.SH,上港集团,工业,交通运输,工业--交通运输--交通基础设施--海港与服务,地方国有企业,"212,055,541,073.03","37,169,775,364.99","13,564,589,175.03","630,411,404.37","221,735,642,992.73",0.064018,26.080114,0.026759,0.116886,0.178859,0.121080,0.214478,0.304858,2.113032,0.029471
CSI,600019.SH,宝钢股份,材料,钢铁Ⅱ,材料--钢铁Ⅱ--钢铁Ⅲ--钢铁Ⅳ,中央国有企业,"364,873,528,314.28","320,802,654,276.99","10,345,621,735.27","982,227,625.30","363,020,038,344.87",0.031204,26.622817,0.646787,0.484294,0.865952,0.062198,0.440586,0.396602,1.204451,0.052995
CSI,600023.SH,浙能电力,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--电力公用事业,地方国有企业,"154,085,417,032.43","87,504,754,091.82","7,528,041,660.90","964,494,281.96","156,337,713,781.70",0.054322,25.760773,0.076372,0.118327,0.580798,0.020493,0.379917,0.436542,1.089867,0.062822
CSI,600025.SH,华能水电,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--新能源发电业者,中央国有企业,"214,607,123,371.44","24,399,080,340.39","8,504,138,221.82","2,625,266,463.59","226,717,001,711.92",0.049089,26.092075,0.021295,0.118327,0.119065,-0.171030,0.897786,0.631100,0.141749,0.094970
CSI,600026.SH,中远海能,工业,交通运输,工业--交通运输--海上运输Ⅲ--海上运输Ⅳ,中央国有企业,"81,042,317,000.00","23,133,486,000.00","4,037,075,000.00","1,336,121,000.00","92,078,580,000.00",0.058354,25.118237,0.016654,0.116886,0.302150,-0.008449,0.672639,0.518953,0.933002,0.097176
CSI,600027.SH,华电国际,公用事业,公用事业Ⅱ,公用事业--公用事业Ⅱ--电力--电力公用事业,中央国有企业,"227,138,590,000.00","112,391,667,000.00","6,070,315,000.00","3,149,957,000.00","264,230,768,000.00",0.034895,26.148826,0.098093,0.118327,0.495538,-0.158672,0.612499,0.610296,0.446625,0.039921
